t [s],Vol [m3],P [bar],T[ K],Q loss [W],,,,,,,,,
0.00938,0.00096181,2.1997,457.445,474.11,,,,,,,,,
0.00939,0.00096141,2.200475,457.415,474.77,,,,,,,,,
0.0094,0.000961,2.2013,457.3875,475.43,,,,,,,,,
0.00941,0.00096059,2.202075,457.36,476.09,,,,,,,,,
0.00942,0.00096018,2.20295,457.3425,476.75,,,,,,,,,
0.00943,0.00095977,2.2038,457.3325,477.42,,,,,,,,,
0.00944,0.00095936,2.204775,457.335,478.08,,,,,,,,,
0.00945,0.00095895,2.205775,457.3475,478.75,,,,,,,,,
0.00946,0.00095855,2.206825,457.3725,479.41,,,,,,,,,
0.00947,0.00095814,2.208,457.415,480.08,,,,,,,,,
0.00948,0.00095773,2.209175,457.4725,480.74,,,,,,,,,
0.00949,0.00095732,2.2105,457.54,481.41,,,,,,,,,
0.0095,0.00095691,2.21185,457.6275,482.08,,,,,,,,,
0.00951,0.0009565,2.2133,457.7275,482.75,,,,,,,,,
0.00952,0.00095609,2.214775,457.84,483.42,,,,,,,,,
0.00953,0.00095568,2.2163,457.965,484.09,,,,,,,,,
0.00954,0.00095527,2.217925,458.1,484.76,,,,,,,,,
0.00955,0.00095485,2.2196,458.245,485.43,,,,,,,,,
0.00956,0.00095444,2.2213,458.3925,486.1,,,,,,,,,
0.00957,0.00095403,2.222975,458.55,486.78,,,,,,,,,
0.00958,0.00095362,2.224725,458.705,487.45,,,,,,,,,
0.00959,0.00095321,2.2264,458.86,488.13,,,,,,,,,
0.0096,0.0009528,2.228125,459.0125,488.8,,,,,,,,,
0.00961,0.00095239,2.2298,459.16,489.48,,,,,,,,,
0.00962,0.00095197,2.23145,459.3,490.15,,,,,,,,,
0.00963,0.00095156,2.233075,459.4325,490.83,,,,,,,,,
0.00964,0.00095115,2.23465,459.555,491.51,,,,,,,,,
0.00965,0.00095074,2.236175,459.67,492.19,,,,,,,,,
0.00966,0.00095032,2.237625,459.7725,492.87,,,,,,,,,
0.00967,0.00094991,2.239025,459.8575,493.55,,,,,,,,,
0.00968,0.0009495,2.240375,459.9325,494.23,,,,,,,,,
0.00969,0.00094908,2.24165,459.9975,494.91,,,,,,,,,
0.0097,0.00094867,2.2429,460.05,495.59,,,,,,,,,
0.00971,0.00094826,2.244075,460.0925,496.28,,,,,,,,,
0.00972,0.00094784,2.245225,460.125,496.96,,,,,,,,,
0.00973,0.00094743,2.24635,460.15,497.65,,,,,,,,,
0.00974,0.00094701,2.2474,460.17,498.33,,,,,,,,,
0.00975,0.0009466,2.24845,460.1825,499.02,,,,,,,,,
0.00976,0.00094618,2.2495,460.19,499.71,,,,,,,,,
0.00977,0.00094577,2.250525,460.205,500.39,,,,,,,,,
0.00978,0.00094535,2.2516,460.2125,501.08,,,,,,,,,
0.00979,0.00094494,2.252625,460.2275,501.77,,,,,,,,,
0.0098,0.00094452,2.2537,460.2425,502.46,,,,,,,,,
0.00981,0.00094411,2.254825,460.2675,503.15,,,,,,,,,
0.00982,0.00094369,2.255975,460.295,503.85,,,,,,,,,
0.00983,0.00094327,2.257125,460.3325,504.54,,,,,,,,,
0.00984,0.00094286,2.258325,460.375,505.23,,,,,,,,,
0.00985,0.00094244,2.2596,460.43,505.93,,,,,,,,,
0.00986,0.00094203,2.260925,460.4925,506.62,,,,,,,,,
0.00987,0.00094161,2.262225,460.5575,507.32,,,,,,,,,
0.00988,0.00094119,2.2636,460.6375,508.01,,,,,,,,,
0.00989,0.00094077,2.265025,460.7175,508.71,,,,,,,,,
0.0099,0.00094036,2.26645,460.8025,509.41,,,,,,,,,
0.00991,0.00093994,2.2679,460.8975,510.11,,,,,,,,,
0.00992,0.00093952,2.269375,460.9875,510.81,,,,,,,,,
0.00993,0.0009391,2.270825,461.075,511.51,,,,,,,,,
0.00994,0.00093868,2.272275,461.1675,512.21,,,,,,,,,
0.00995,0.00093827,2.2737,461.2525,512.91,,,,,,,,,
0.00996,0.00093785,2.275125,461.3375,513.61,,,,,,,,,
0.00997,0.00093743,2.2765,461.41,514.32,,,,,,,,,
0.00998,0.00093701,2.277825,461.475,515.02,,,,,,,,,
0.00999,0.00093659,2.279125,461.53,515.72,,,,,,,,,
0.01,0.00093617,2.280375,461.5725,516.43,,,,,,,,,
0.01001,0.00093575,2.28155,461.605,517.14,,,,,,,,,
0.01002,0.00093533,2.282675,461.6275,517.84,,,,,,,,,
0.01003,0.00093491,2.283725,461.63,518.55,,,,,,,,,
0.01004,0.00093449,2.28475,461.6275,519.26,,,,,,,,,
0.01005,0.00093407,2.2857,461.61,519.97,,,,,,,,,
0.01006,0.00093365,2.2866,461.585,520.68,,,,,,,,,
0.01007,0.00093323,2.287425,461.545,521.39,,,,,,,,,
0.01008,0.00093281,2.28825,461.5025,522.1,,,,,,,,,
0.01009,0.00093239,2.289025,461.4525,522.82,,,,,,,,,
0.0101,0.00093197,2.289775,461.395,523.53,,,,,,,,,
0.01011,0.00093155,2.290525,461.3375,524.24,,,,,,,,,
0.01012,0.00093113,2.29125,461.2775,524.96,,,,,,,,,
0.01013,0.0009307,2.292025,461.22,525.68,,,,,,,,,
0.01014,0.00093028,2.2928,461.165,526.39,,,,,,,,,
0.01015,0.00092986,2.293575,461.1175,527.11,,,,,,,,,
0.01016,0.00092944,2.294425,461.0775,527.83,,,,,,,,,
0.01017,0.00092902,2.295325,461.05,528.55,,,,,,,,,
0.01018,0.00092859,2.296275,461.03,529.27,,,,,,,,,
0.01019,0.00092817,2.297275,461.025,529.99,,,,,,,,,
0.0102,0.00092775,2.298375,461.035,530.71,,,,,,,,,
0.01021,0.00092732,2.29955,461.06,531.43,,,,,,,,,
0.01022,0.0009269,2.3008,461.0975,532.16,,,,,,,,,
0.01023,0.00092648,2.3021,461.1525,532.88,,,,,,,,,
0.01024,0.00092605,2.3035,461.2225,533.6,,,,,,,,,
0.01025,0.00092563,2.304975,461.305,534.33,,,,,,,,,
0.01026,0.00092521,2.306525,461.405,535.06,,,,,,,,,
0.01027,0.00092478,2.308175,461.5125,535.78,,,,,,,,,
0.01028,0.00092436,2.309825,461.635,536.51,,,,,,,,,
0.01029,0.00092393,2.311525,461.77,537.24,,,,,,,,,
0.0103,0.00092351,2.3133,461.9075,537.97,,,,,,,,,
0.01031,0.00092308,2.315125,462.055,538.7,,,,,,,,,
0.01032,0.00092266,2.316925,462.2075,539.43,,,,,,,,,
0.01033,0.00092223,2.318775,462.3575,540.16,,,,,,,,,
0.01034,0.00092181,2.320625,462.515,540.9,,,,,,,,,
0.01035,0.00092138,2.322475,462.6725,541.63,,,,,,,,,
0.01036,0.00092096,2.324325,462.8225,542.36,,,,,,,,,
0.01037,0.00092053,2.32615,462.9725,543.1,,,,,,,,,
0.01038,0.0009201,2.327925,463.115,543.84,,,,,,,,,
0.01039,0.00091968,2.32975,463.2525,544.57,,,,,,,,,
0.0104,0.00091925,2.3315,463.3875,545.31,,,,,,,,,
0.01041,0.00091882,2.333175,463.5075,546.05,,,,,,,,,
0.01042,0.0009184,2.334875,463.6275,546.79,,,,,,,,,
0.01043,0.00091797,2.336475,463.73,547.53,,,,,,,,,
0.01044,0.00091754,2.338075,463.8325,548.27,,,,,,,,,
0.01045,0.00091712,2.33965,463.925,549.01,,,,,,,,,
0.01046,0.00091669,2.34115,464.0125,549.75,,,,,,,,,
0.01047,0.00091626,2.34265,464.0925,550.49,,,,,,,,,
0.01048,0.00091583,2.3441,464.16,551.24,,,,,,,,,
0.01049,0.0009154,2.345575,464.23,551.98,,,,,,,,,
0.0105,0.00091498,2.346975,464.2925,552.73,,,,,,,,,
0.01051,0.00091455,2.3484,464.355,553.48,,,,,,,,,
0.01052,0.00091412,2.3498,464.4125,554.22,,,,,,,,,
0.01053,0.00091369,2.3512,464.4725,554.97,,,,,,,,,
0.01054,0.00091326,2.352575,464.525,555.72,,,,,,,,,
0.01055,0.00091283,2.353975,464.5825,556.47,,,,,,,,,
0.01056,0.0009124,2.355375,464.64,557.22,,,,,,,,,
0.01057,0.00091197,2.356775,464.6975,557.97,,,,,,,,,
0.01058,0.00091154,2.3582,464.755,558.72,,,,,,,,,
0.01059,0.00091111,2.3596,464.815,559.48,,,,,,,,,
0.0106,0.00091068,2.361025,464.875,560.23,,,,,,,,,
0.01061,0.00091025,2.36245,464.94,560.98,,,,,,,,,
0.01062,0.00090982,2.363925,465.005,561.74,,,,,,,,,
0.01063,0.00090939,2.3654,465.0725,562.49,,,,,,,,,
0.01064,0.00090896,2.366825,465.135,563.25,,,,,,,,,
0.01065,0.00090853,2.3683,465.2075,564.01,,,,,,,,,
0.01066,0.0009081,2.369775,465.275,564.77,,,,,,,,,
0.01067,0.00090767,2.37125,465.34,565.53,,,,,,,,,
0.01068,0.00090724,2.3727,465.4075,566.29,,,,,,,,,
0.01069,0.0009068,2.3742,465.475,567.05,,,,,,,,,
0.0107,0.00090637,2.37565,465.5425,567.81,,,,,,,,,
0.01071,0.00090594,2.377125,465.6075,568.57,,,,,,,,,
0.01072,0.00090551,2.3786,465.6725,569.34,,,,,,,,,
0.01073,0.00090508,2.38005,465.7375,570.1,,,,,,,,,
0.01074,0.00090464,2.381525,465.7975,570.87,,,,,,,,,
0.01075,0.00090421,2.38295,465.8575,571.63,,,,,,,,,
0.01076,0.00090378,2.384425,465.9225,572.4,,,,,,,,,
0.01077,0.00090335,2.385925,465.985,573.17,,,,,,,,,
0.01078,0.00090291,2.38735,466.0475,573.94,,,,,,,,,
0.01079,0.00090248,2.38885,466.115,574.71,,,,,,,,,
0.0108,0.00090205,2.3903,466.1775,575.48,,,,,,,,,
0.01081,0.00090161,2.39185,466.2475,576.25,,,,,,,,,
0.01082,0.00090118,2.39335,466.3175,577.02,,,,,,,,,
0.01083,0.00090075,2.3949,466.395,577.79,,,,,,,,,
0.01084,0.00090031,2.396425,466.47,578.57,,,,,,,,,
0.01085,0.00089988,2.398075,466.5575,579.34,,,,,,,,,
0.01086,0.00089944,2.399675,466.6425,580.12,,,,,,,,,
0.01087,0.00089901,2.4013,466.74,580.89,,,,,,,,,
0.01088,0.00089857,2.40295,466.8375,581.67,,,,,,,,,
0.01089,0.00089814,2.404675,466.94,582.45,,,,,,,,,
0.0109,0.0008977,2.4064,467.0475,583.23,,,,,,,,,
0.01091,0.00089727,2.40815,467.16,584.01,,,,,,,,,
0.01092,0.00089683,2.409925,467.2775,584.79,,,,,,,,,
0.01093,0.0008964,2.411725,467.3975,585.57,,,,,,,,,
0.01094,0.00089596,2.413575,467.5225,586.35,,,,,,,,,
0.01095,0.00089553,2.41535,467.6475,587.14,,,,,,,,,
0.01096,0.00089509,2.4172,467.7775,587.92,,,,,,,,,
0.01097,0.00089465,2.419075,467.9025,588.7,,,,,,,,,
0.01098,0.00089422,2.4209,468.0275,589.49,,,,,,,,,
0.01099,0.00089378,2.422725,468.1525,590.28,,,,,,,,,
0.011,0.00089335,2.42455,468.2775,591.06,,,,,,,,,
0.01101,0.00089291,2.42635,468.395,591.85,,,,,,,,,
0.01102,0.00089247,2.42815,468.5125,592.64,,,,,,,,,
0.01103,0.00089203,2.429925,468.62,593.43,,,,,,,,,
0.01104,0.0008916,2.43165,468.7275,594.22,,,,,,,,,
0.01105,0.00089116,2.433375,468.8275,595.01,,,,,,,,,
0.01106,0.00089072,2.435075,468.92,595.81,,,,,,,,,
0.01107,0.00089029,2.4367,469.01,596.6,,,,,,,,,
0.01108,0.00088985,2.438325,469.09,597.39,,,,,,,,,
0.01109,0.00088941,2.43995,469.1675,598.19,,,,,,,,,
0.0111,0.00088897,2.441475,469.235,598.99,,,,,,,,,
0.01111,0.00088853,2.443025,469.2975,599.78,,,,,,,,,
0.01112,0.00088809,2.444575,469.3575,600.58,,,,,,,,,
0.01113,0.00088766,2.44605,469.4175,601.38,,,,,,,,,
0.01114,0.00088722,2.44755,469.4675,602.18,,,,,,,,,
0.01115,0.00088678,2.449025,469.5175,602.98,,,,,,,,,
0.01116,0.00088634,2.4505,469.57,603.78,,,,,,,,,
0.01117,0.0008859,2.451975,469.615,604.58,,,,,,,,,
0.01118,0.00088546,2.45345,469.665,605.39,,,,,,,,,
0.01119,0.00088502,2.454925,469.715,606.19,,,,,,,,,
0.0112,0.00088458,2.456425,469.77,606.99,,,,,,,,,
0.01121,0.00088414,2.45795,469.8275,607.8,,,,,,,,,
0.01122,0.0008837,2.4595,469.8925,608.61,,,,,,,,,
0.01123,0.00088326,2.461075,469.9575,609.41,,,,,,,,,
0.01124,0.00088282,2.462675,470.025,610.22,,,,,,,,,
0.01125,0.00088238,2.464325,470.105,611.03,,,,,,,,,
0.01126,0.00088194,2.46595,470.1825,611.84,,,,,,,,,
0.01127,0.0008815,2.467675,470.275,612.65,,,,,,,,,
0.01128,0.00088106,2.4694,470.365,613.47,,,,,,,,,
0.01129,0.00088062,2.471125,470.465,614.28,,,,,,,,,
0.0113,0.00088018,2.47295,470.565,615.09,,,,,,,,,
0.01131,0.00087973,2.4747,470.675,615.91,,,,,,,,,
0.01132,0.00087929,2.476575,470.785,616.72,,,,,,,,,
0.01133,0.00087885,2.4784,470.895,617.54,,,,,,,,,
0.01134,0.00087841,2.480275,471.01,618.36,,,,,,,,,
0.01135,0.00087797,2.48215,471.125,619.17,,,,,,,,,
0.01136,0.00087752,2.484,471.245,619.99,,,,,,,,,
0.01137,0.00087708,2.485875,471.36,620.81,,,,,,,,,
0.01138,0.00087664,2.48775,471.4725,621.63,,,,,,,,,
0.01139,0.0008762,2.4896,471.5875,622.46,,,,,,,,,
0.0114,0.00087575,2.491425,471.7,623.28,,,,,,,,,
0.01141,0.00087531,2.4933,471.805,624.1,,,,,,,,,
0.01142,0.00087487,2.4951,471.91,624.93,,,,,,,,,
0.01143,0.00087442,2.496925,472.015,625.75,,,,,,,,,
0.01144,0.00087398,2.498675,472.11,626.58,,,,,,,,,
0.01145,0.00087354,2.500475,472.205,627.4,,,,,,,,,
0.01146,0.00087309,2.502225,472.3,628.23,,,,,,,,,
0.01147,0.00087265,2.504,472.39,629.06,,,,,,,,,
0.01148,0.00087221,2.505725,472.4775,629.89,,,,,,,,,
0.01149,0.00087176,2.507475,472.5625,630.72,,,,,,,,,
0.0115,0.00087132,2.5092,472.645,631.55,,,,,,,,,
0.01151,0.00087087,2.510925,472.73,632.39,,,,,,,,,
0.01152,0.00087043,2.51265,472.815,633.22,,,,,,,,,
0.01153,0.00086998,2.5144,472.9,634.05,,,,,,,,,
0.01154,0.00086954,2.51615,472.9825,634.89,,,,,,,,,
0.01155,0.00086909,2.5179,473.07,635.72,,,,,,,,,
0.01156,0.00086865,2.51965,473.16,636.56,,,,,,,,,
0.01157,0.0008682,2.521425,473.2525,637.4,,,,,,,,,
0.01158,0.00086776,2.523225,473.35,638.24,,,,,,,,,
0.01159,0.00086731,2.52505,473.4425,639.08,,,,,,,,,
0.0116,0.00086687,2.52685,473.5425,639.92,,,,,,,,,
0.01161,0.00086642,2.5287,473.6425,640.76,,,,,,,,,
0.01162,0.00086597,2.530525,473.7425,641.6,,,,,,,,,
0.01163,0.00086553,2.5324,473.8425,642.45,,,,,,,,,
0.01164,0.00086508,2.53425,473.945,643.29,,,,,,,,,
0.01165,0.00086463,2.5361,474.045,644.14,,,,,,,,,
0.01166,0.00086419,2.537925,474.1425,644.98,,,,,,,,,
0.01167,0.00086374,2.539725,474.235,645.83,,,,,,,,,
0.01168,0.00086329,2.54155,474.325,646.68,,,,,,,,,
0.01169,0.00086285,2.543325,474.41,647.53,,,,,,,,,
0.0117,0.0008624,2.54505,474.4875,648.38,,,,,,,,,
0.01171,0.00086195,2.54675,474.5575,649.23,,,,,,,,,
0.01172,0.00086151,2.5484,474.62,650.08,,,,,,,,,
0.01173,0.00086106,2.550025,474.6725,650.93,,,,,,,,,
0.01174,0.00086061,2.551575,474.7175,651.79,,,,,,,,,
0.01175,0.00086016,2.553125,474.7575,652.64,,,,,,,,,
0.01176,0.00085971,2.554575,474.7825,653.5,,,,,,,,,
0.01177,0.00085927,2.556,474.8,654.35,,,,,,,,,
0.01178,0.00085882,2.5574,474.81,655.21,,,,,,,,,
0.01179,0.00085837,2.558725,474.81,656.07,,,,,,,,,
0.0118,0.00085792,2.560075,474.8075,656.93,,,,,,,,,
0.01181,0.00085747,2.56135,474.7975,657.79,,,,,,,,,
0.01182,0.00085702,2.5626,474.7825,658.65,,,,,,,,,
0.01183,0.00085657,2.56385,474.765,659.51,,,,,,,,,
0.01184,0.00085612,2.565075,474.75,660.38,,,,,,,,,
0.01185,0.00085567,2.56635,474.73,661.24,,,,,,,,,
0.01186,0.00085522,2.567625,474.715,662.1,,,,,,,,,
0.01187,0.00085478,2.568925,474.7,662.97,,,,,,,,,
0.01188,0.00085433,2.5702,474.6925,663.84,,,,,,,,,
0.01189,0.00085388,2.57155,474.695,664.71,,,,,,,,,
0.0119,0.00085343,2.5729,474.7,665.58,,,,,,,,,
0.01191,0.00085298,2.57435,474.715,666.45,,,,,,,,,
0.01192,0.00085253,2.575875,474.7375,667.32,,,,,,,,,
0.01193,0.00085207,2.577375,474.7725,668.19,,,,,,,,,
0.01194,0.00085162,2.57895,474.815,669.06,,,,,,,,,
0.01195,0.00085117,2.580625,474.8675,669.94,,,,,,,,,
0.01196,0.00085072,2.582325,474.9275,670.81,,,,,,,,,
0.01197,0.00085027,2.584075,474.9975,671.69,,,,,,,,,
0.01198,0.00084982,2.58585,475.075,672.56,,,,,,,,,
0.01199,0.00084937,2.5877,475.155,673.44,,,,,,,,,
0.012,0.00084892,2.589575,475.2475,674.32,,,,,,,,,
0.01201,0.00084847,2.591425,475.3375,675.2,,,,,,,,,
0.01202,0.00084801,2.59335,475.435,676.08,,,,,,,,,
0.01203,0.00084756,2.595275,475.5325,676.96,,,,,,,,,
0.01204,0.00084711,2.597175,475.6275,677.85,,,,,,,,,
0.01205,0.00084666,2.5991,475.7275,678.73,,,,,,,,,
0.01206,0.00084621,2.601,475.815,679.61,,,,,,,,,
0.01207,0.00084575,2.6029,475.9075,680.5,,,,,,,,,
0.01208,0.0008453,2.60475,475.9925,681.39,,,,,,,,,
0.01209,0.00084485,2.606575,476.075,682.27,,,,,,,,,
0.0121,0.0008444,2.608375,476.145,683.16,,,,,,,,,
0.01211,0.00084394,2.610175,476.215,684.05,,,,,,,,,
0.01212,0.00084349,2.6119,476.28,684.94,,,,,,,,,
0.01213,0.00084304,2.61365,476.3375,685.83,,,,,,,,,
0.01214,0.00084258,2.61535,476.39,686.73,,,,,,,,,
0.01215,0.00084213,2.617025,476.4425,687.62,,,,,,,,,
0.01216,0.00084168,2.618725,476.4925,688.52,,,,,,,,,
0.01217,0.00084122,2.62035,476.54,689.41,,,,,,,,,
0.01218,0.00084077,2.62205,476.5875,690.31,,,,,,,,,
0.01219,0.00084032,2.623725,476.6375,691.2,,,,,,,,,
0.0122,0.00083986,2.62545,476.69,692.1,,,,,,,,,
0.01221,0.00083941,2.627175,476.7475,693,,,,,,,,,
0.01222,0.00083895,2.628975,476.8075,693.9,,,,,,,,,
0.01223,0.0008385,2.630775,476.88,694.8,,,,,,,,,
0.01224,0.00083805,2.632625,476.96,695.71,,,,,,,,,
0.01225,0.00083759,2.63455,477.0475,696.61,,,,,,,,,
0.01226,0.00083714,2.636525,477.145,697.51,,,,,,,,,
0.01227,0.00083668,2.638575,477.255,698.42,,,,,,,,,
0.01228,0.00083623,2.6407,477.375,699.33,,,,,,,,,
0.01229,0.00083577,2.64285,477.5025,700.23,,,,,,,,,
0.0123,0.00083532,2.64505,477.645,701.14,,,,,,,,,
0.01231,0.00083486,2.64735,477.795,702.05,,,,,,,,,
0.01232,0.0008344,2.649675,477.955,702.96,,,,,,,,,
0.01233,0.00083395,2.65205,478.12,703.87,,,,,,,,,
0.01234,0.00083349,2.65445,478.295,704.79,,,,,,,,,
0.01235,0.00083304,2.6569,478.475,705.7,,,,,,,,,
0.01236,0.00083258,2.659375,478.6525,706.61,,,,,,,,,
0.01237,0.00083212,2.66185,478.8375,707.53,,,,,,,,,
0.01238,0.00083167,2.66435,479.02,708.45,,,,,,,,,
0.01239,0.00083121,2.666825,479.205,709.36,,,,,,,,,
0.0124,0.00083076,2.6693,479.385,710.28,,,,,,,,,
0.01241,0.0008303,2.671775,479.5575,711.2,,,,,,,,,
0.01242,0.00082984,2.67415,479.725,712.12,,,,,,,,,
0.01243,0.00082938,2.676525,479.8875,713.04,,,,,,,,,
0.01244,0.00082893,2.678875,480.0375,713.97,,,,,,,,,
0.01245,0.00082847,2.681125,480.18,714.89,,,,,,,,,
0.01246,0.00082801,2.68335,480.3125,715.81,,,,,,,,,
0.01247,0.00082756,2.68555,480.435,716.74,,,,,,,,,
0.01248,0.0008271,2.687625,480.545,717.67,,,,,,,,,
0.01249,0.00082664,2.6897,480.6475,718.59,,,,,,,,,
0.0125,0.00082618,2.691675,480.7375,719.52,,,,,,,,,
0.01251,0.00082572,2.693675,480.825,720.45,,,,,,,,,
0.01252,0.00082527,2.69555,480.895,721.38,,,,,,,,,
0.01253,0.00082481,2.697425,480.96,722.31,,,,,,,,,
0.01254,0.00082435,2.69925,481.02,723.25,,,,,,,,,
0.01255,0.00082389,2.70105,481.0725,724.18,,,,,,,,,
0.01256,0.00082343,2.702825,481.125,725.11,,,,,,,,,
0.01257,0.00082297,2.704625,481.17,726.05,,,,,,,,,
0.01258,0.00082251,2.70635,481.2175,726.99,,,,,,,,,
0.01259,0.00082206,2.70815,481.26,727.93,,,,,,,,,
0.0126,0.0008216,2.70995,481.31,728.86,,,,,,,,,
0.01261,0.00082114,2.7117,481.36,729.8,,,,,,,,,
0.01262,0.00082068,2.71355,481.415,730.75,,,,,,,,,
0.01263,0.00082022,2.715375,481.47,731.69,,,,,,,,,
0.01264,0.00081976,2.717275,481.5325,732.63,,,,,,,,,
0.01265,0.0008193,2.719175,481.6,733.58,,,,,,,,,
0.01266,0.00081884,2.7211,481.6775,734.52,,,,,,,,,
0.01267,0.00081838,2.723125,481.7575,735.47,,,,,,,,,
0.01268,0.00081792,2.72515,481.8425,736.42,,,,,,,,,
0.01269,0.00081746,2.7272,481.935,737.36,,,,,,,,,
0.0127,0.000817,2.729275,482.035,738.31,,,,,,,,,
0.01271,0.00081654,2.7314,482.1375,739.26,,,,,,,,,
0.01272,0.00081608,2.733575,482.2425,740.22,,,,,,,,,
0.01273,0.00081562,2.735725,482.3525,741.17,,,,,,,,,
0.01274,0.00081516,2.737925,482.4675,742.12,,,,,,,,,
0.01275,0.0008147,2.7401,482.58,743.08,,,,,,,,,
0.01276,0.00081423,2.742275,482.6925,744.03,,,,,,,,,
0.01277,0.00081377,2.744475,482.8025,744.99,,,,,,,,,
0.01278,0.00081331,2.74665,482.9125,745.95,,,,,,,,,
0.01279,0.00081285,2.7488,483.0175,746.91,,,,,,,,,
0.0128,0.00081239,2.750975,483.1225,747.87,,,,,,,,,
0.01281,0.00081193,2.753075,483.2125,748.83,,,,,,,,,
0.01282,0.00081147,2.75515,483.3025,749.79,,,,,,,,,
0.01283,0.000811,2.7572,483.385,750.76,,,,,,,,,
0.01284,0.00081054,2.7592,483.4575,751.72,,,,,,,,,
0.01285,0.00081008,2.761175,483.53,752.69,,,,,,,,,
0.01286,0.00080962,2.76305,483.59,753.65,,,,,,,,,
0.01287,0.00080916,2.764975,483.6425,754.62,,,,,,,,,
0.01288,0.00080869,2.766775,483.685,755.59,,,,,,,,,
0.01289,0.00080823,2.768625,483.7275,756.56,,,,,,,,,
0.0129,0.00080777,2.7704,483.76,757.53,,,,,,,,,
0.01291,0.00080731,2.77215,483.79,758.51,,,,,,,,,
0.01292,0.00080684,2.773875,483.815,759.48,,,,,,,,,
0.01293,0.00080638,2.7756,483.835,760.45,,,,,,,,,
0.01294,0.00080592,2.7773,483.8525,761.43,,,,,,,,,
0.01295,0.00080545,2.779,483.8725,762.41,,,,,,,,,
0.01296,0.00080499,2.780725,483.8925,763.38,,,,,,,,,
0.01297,0.00080453,2.78245,483.915,764.36,,,,,,,,,
0.01298,0.00080406,2.784175,483.9375,765.34,,,,,,,,,
0.01299,0.0008036,2.78595,483.9675,766.33,,,,,,,,,
0.013,0.00080314,2.78775,483.9975,767.31,,,,,,,,,
0.01301,0.00080267,2.7896,484.04,768.29,,,,,,,,,
0.01302,0.00080221,2.79145,484.0825,769.28,,,,,,,,,
0.01303,0.00080174,2.793375,484.135,770.26,,,,,,,,,
0.01304,0.00080128,2.795375,484.195,771.25,,,,,,,,,
0.01305,0.00080082,2.79735,484.2625,772.24,,,,,,,,,
0.01306,0.00080035,2.799425,484.3375,773.23,,,,,,,,,
0.01307,0.00079989,2.801525,484.425,774.22,,,,,,,,,
0.01308,0.00079942,2.8037,484.5125,775.21,,,,,,,,,
0.01309,0.00079896,2.8059,484.61,776.2,,,,,,,,,
0.0131,0.00079849,2.808125,484.715,777.2,,,,,,,,,
0.01311,0.00079803,2.810425,484.825,778.19,,,,,,,,,
0.01312,0.00079756,2.812725,484.94,779.19,,,,,,,,,
0.01313,0.0007971,2.81505,485.0575,780.18,,,,,,,,,
0.01314,0.00079663,2.817425,485.18,781.18,,,,,,,,,
0.01315,0.00079617,2.819775,485.305,782.18,,,,,,,,,
0.01316,0.0007957,2.822175,485.4325,783.18,,,,,,,,,
0.01317,0.00079524,2.8246,485.5575,784.18,,,,,,,,,
0.01318,0.00079477,2.826975,485.6825,785.19,,,,,,,,,
0.01319,0.0007943,2.82935,485.81,786.19,,,,,,,,,
0.0132,0.00079384,2.83175,485.9325,787.2,,,,,,,,,
0.01321,0.00079337,2.8341,486.0575,788.2,,,,,,,,,
0.01322,0.00079291,2.83645,486.17,789.21,,,,,,,,,
0.01323,0.00079244,2.838825,486.29,790.22,,,,,,,,,
0.01324,0.00079197,2.84115,486.4025,791.23,,,,,,,,,
0.01325,0.00079151,2.843475,486.5125,792.24,,,,,,,,,
0.01326,0.00079104,2.845775,486.62,793.25,,,,,,,,,
0.01327,0.00079057,2.84805,486.7225,794.26,,,,,,,,,
0.01328,0.00079011,2.85035,486.8225,795.28,,,,,,,,,
0.01329,0.00078964,2.852625,486.925,796.29,,,,,,,,,
0.0133,0.00078917,2.854875,487.0175,797.31,,,,,,,,,
0.01331,0.0007887,2.857125,487.1175,798.33,,,,,,,,,
0.01332,0.00078824,2.859375,487.21,799.35,,,,,,,,,
0.01333,0.00078777,2.861625,487.3075,800.37,,,,,,,,,
0.01334,0.0007873,2.86385,487.3975,801.39,,,,,,,,,
0.01335,0.00078683,2.866125,487.4925,802.41,,,,,,,,,
0.01336,0.00078637,2.8684,487.5875,803.43,,,,,,,,,
0.01337,0.0007859,2.870675,487.685,804.46,,,,,,,,,
0.01338,0.00078543,2.872975,487.7825,805.48,,,,,,,,,
0.01339,0.00078496,2.875275,487.885,806.51,,,,,,,,,
0.0134,0.0007845,2.8776,487.99,807.54,,,,,,,,,
0.01341,0.00078403,2.879925,488.0925,808.57,,,,,,,,,
0.01342,0.00078356,2.8823,488.1975,809.6,,,,,,,,,
0.01343,0.00078309,2.8847,488.31,810.63,,,,,,,,,
0.01344,0.00078262,2.88705,488.42,811.66,,,,,,,,,
0.01345,0.00078215,2.8895,488.535,812.7,,,,,,,,,
0.01346,0.00078168,2.8919,488.6525,813.73,,,,,,,,,
0.01347,0.00078122,2.894325,488.7675,814.77,,,,,,,,,
0.01348,0.00078075,2.89675,488.8875,815.81,,,,,,,,,
0.01349,0.00078028,2.899225,489.005,816.85,,,,,,,,,
0.0135,0.00077981,2.9017,489.125,817.89,,,,,,,,,
0.01351,0.00077934,2.90415,489.245,818.93,,,,,,,,,
0.01352,0.00077887,2.906575,489.3675,819.97,,,,,,,,,
0.01353,0.0007784,2.90905,489.4875,821.01,,,,,,,,,
0.01354,0.00077793,2.91155,489.605,822.06,,,,,,,,,
