t [s],Vol [m3],P [bar],T[ K],Q loss [W],,,,,,,,,
0.01355,0.00077746,2.914025,489.7225,823.11,,,,,,,,,
0.01356,0.00077699,2.91645,489.835,824.15,,,,,,,,,
0.01357,0.00077652,2.9189,489.9525,825.2,,,,,,,,,
0.01358,0.00077605,2.92135,490.0625,826.25,,,,,,,,,
0.01359,0.00077558,2.923775,490.1725,827.3,,,,,,,,,
0.0136,0.00077511,2.926175,490.2775,828.35,,,,,,,,,
0.01361,0.00077464,2.928575,490.38,829.41,,,,,,,,,
0.01362,0.00077417,2.9309,490.4825,830.46,,,,,,,,,
0.01363,0.0007737,2.9333,490.58,831.52,,,,,,,,,
0.01364,0.00077323,2.93565,490.675,832.57,,,,,,,,,
0.01365,0.00077276,2.938025,490.7625,833.63,,,,,,,,,
0.01366,0.00077229,2.940325,490.855,834.69,,,,,,,,,
0.01367,0.00077182,2.94265,490.9425,835.75,,,,,,,,,
0.01368,0.00077135,2.94495,491.0275,836.81,,,,,,,,,
0.01369,0.00077087,2.947275,491.11,837.88,,,,,,,,,
0.0137,0.0007704,2.94955,491.19,838.94,,,,,,,,,
0.01371,0.00076993,2.951825,491.27,840.01,,,,,,,,,
0.01372,0.00076946,2.9541,491.345,841.07,,,,,,,,,
0.01373,0.00076899,2.9564,491.4225,842.14,,,,,,,,,
0.01374,0.00076852,2.958675,491.5025,843.21,,,,,,,,,
0.01375,0.00076805,2.96095,491.5775,844.28,,,,,,,,,
0.01376,0.00076757,2.9632,491.655,845.35,,,,,,,,,
0.01377,0.0007671,2.965525,491.7325,846.42,,,,,,,,,
0.01378,0.00076663,2.967825,491.8075,847.5,,,,,,,,,
0.01379,0.00076616,2.97015,491.885,848.57,,,,,,,,,
0.0138,0.00076569,2.972425,491.97,849.65,,,,,,,,,
0.01381,0.00076521,2.974775,492.05,850.73,,,,,,,,,
0.01382,0.00076474,2.977125,492.1325,851.81,,,,,,,,,
0.01383,0.00076427,2.979475,492.2175,852.89,,,,,,,,,
0.01384,0.0007638,2.981825,492.3075,853.97,,,,,,,,,
0.01385,0.00076332,2.9842,492.3925,855.05,,,,,,,,,
0.01386,0.00076285,2.986625,492.485,856.14,,,,,,,,,
0.01387,0.00076238,2.989025,492.575,857.22,,,,,,,,,
0.01388,0.00076191,2.991475,492.6675,858.31,,,,,,,,,
0.01389,0.00076143,2.993875,492.7625,859.4,,,,,,,,,
0.0139,0.00076096,2.9963,492.86,860.49,,,,,,,,,
0.01391,0.00076049,2.998775,492.9525,861.58,,,,,,,,,
0.01392,0.00076001,3.00125,493.05,862.67,,,,,,,,,
0.01393,0.00075954,3.003675,493.1475,863.76,,,,,,,,,
0.01394,0.00075907,3.00615,493.245,864.86,,,,,,,,,
0.01395,0.00075859,3.008625,493.3375,865.95,,,,,,,,,
0.01396,0.00075812,3.011075,493.435,867.05,,,,,,,,,
0.01397,0.00075765,3.01355,493.5325,868.15,,,,,,,,,
0.01398,0.00075717,3.016,493.62,869.25,,,,,,,,,
0.01399,0.0007567,3.018425,493.715,870.35,,,,,,,,,
0.014,0.00075622,3.0209,493.8025,871.45,,,,,,,,,
0.01401,0.00075575,3.02335,493.89,872.56,,,,,,,,,
0.01402,0.00075528,3.02575,493.9775,873.66,,,,,,,,,
0.01403,0.0007548,3.0282,494.0625,874.77,,,,,,,,,
0.01404,0.00075433,3.030625,494.1475,875.87,,,,,,,,,
0.01405,0.00075385,3.033,494.2275,876.98,,,,,,,,,
0.01406,0.00075338,3.035375,494.3075,878.09,,,,,,,,,
0.01407,0.0007529,3.037825,494.3875,879.2,,,,,,,,,
0.01408,0.00075243,3.040225,494.465,880.32,,,,,,,,,
0.01409,0.00075195,3.0426,494.545,881.43,,,,,,,,,
0.0141,0.00075148,3.045025,494.6225,882.55,,,,,,,,,
0.01411,0.000751,3.047425,494.7025,883.66,,,,,,,,,
0.01412,0.00075053,3.049875,494.7825,884.78,,,,,,,,,
0.01413,0.00075005,3.052275,494.8625,885.9,,,,,,,,,
0.01414,0.00074958,3.054725,494.945,887.02,,,,,,,,,
0.01415,0.0007491,3.0572,495.0275,888.14,,,,,,,,,
0.01416,0.00074863,3.059675,495.115,889.27,,,,,,,,,
0.01417,0.00074815,3.062175,495.2025,890.39,,,,,,,,,
0.01418,0.00074768,3.064675,495.295,891.52,,,,,,,,,
0.01419,0.0007472,3.067225,495.39,892.64,,,,,,,,,
0.0142,0.00074672,3.069775,495.485,893.77,,,,,,,,,
0.01421,0.00074625,3.07235,495.585,894.9,,,,,,,,,
0.01422,0.00074577,3.074925,495.6875,896.03,,,,,,,,,
0.01423,0.0007453,3.077575,495.79,897.17,,,,,,,,,
0.01424,0.00074482,3.0802,495.8975,898.3,,,,,,,,,
0.01425,0.00074434,3.082825,496.0075,899.43,,,,,,,,,
0.01426,0.00074387,3.0855,496.1175,900.57,,,,,,,,,
0.01427,0.00074339,3.088175,496.23,901.71,,,,,,,,,
0.01428,0.00074292,3.090875,496.34,902.85,,,,,,,,,
0.01429,0.00074244,3.09355,496.45,903.99,,,,,,,,,
0.0143,0.00074196,3.096225,496.565,905.13,,,,,,,,,
0.01431,0.00074149,3.098925,496.6775,906.27,,,,,,,,,
0.01432,0.00074101,3.101625,496.785,907.42,,,,,,,,,
0.01433,0.00074053,3.1043,496.8975,908.56,,,,,,,,,
0.01434,0.00074005,3.10695,497,909.71,,,,,,,,,
0.01435,0.00073958,3.109625,497.105,910.86,,,,,,,,,
0.01436,0.0007391,3.112275,497.21,912.01,,,,,,,,,
0.01437,0.00073862,3.114925,497.31,913.16,,,,,,,,,
0.01438,0.00073815,3.11755,497.4075,914.32,,,,,,,,,
0.01439,0.00073767,3.12015,497.5025,915.47,,,,,,,,,
0.0144,0.00073719,3.12275,497.595,916.63,,,,,,,,,
0.01441,0.00073671,3.125375,497.685,917.78,,,,,,,,,
0.01442,0.00073624,3.12795,497.775,918.94,,,,,,,,,
0.01443,0.00073576,3.130525,497.86,920.1,,,,,,,,,
0.01444,0.00073528,3.1331,497.945,921.26,,,,,,,,,
0.01445,0.0007348,3.135675,498.0325,922.42,,,,,,,,,
0.01446,0.00073432,3.138275,498.1225,923.59,,,,,,,,,
0.01447,0.00073385,3.1409,498.2075,924.75,,,,,,,,,
0.01448,0.00073337,3.1435,498.295,925.92,,,,,,,,,
0.01449,0.00073289,3.146125,498.385,927.09,,,,,,,,,
0.0145,0.00073241,3.148775,498.4775,928.26,,,,,,,,,
0.01451,0.00073193,3.151425,498.575,929.43,,,,,,,,,
0.01452,0.00073146,3.1541,498.675,930.6,,,,,,,,,
0.01453,0.00073098,3.156825,498.7775,931.78,,,,,,,,,
0.01454,0.0007305,3.1596,498.885,932.95,,,,,,,,,
0.01455,0.00073002,3.16235,498.995,934.13,,,,,,,,,
0.01456,0.00072954,3.165175,499.1125,935.31,,,,,,,,,
0.01457,0.00072906,3.168,499.2325,936.49,,,,,,,,,
0.01458,0.00072858,3.1709,499.36,937.67,,,,,,,,,
0.01459,0.0007281,3.1738,499.4875,938.85,,,,,,,,,
0.0146,0.00072762,3.176725,499.62,940.03,,,,,,,,,
0.01461,0.00072715,3.1797,499.755,941.22,,,,,,,,,
0.01462,0.00072667,3.182675,499.895,942.41,,,,,,,,,
0.01463,0.00072619,3.1857,500.0325,943.59,,,,,,,,,
0.01464,0.00072571,3.188675,500.175,944.78,,,,,,,,,
0.01465,0.00072523,3.1917,500.3175,945.97,,,,,,,,,
0.01466,0.00072475,3.19475,500.4625,947.17,,,,,,,,,
0.01467,0.00072427,3.19775,500.6025,948.36,,,,,,,,,
0.01468,0.00072379,3.200775,500.7425,949.55,,,,,,,,,
0.01469,0.00072331,3.203775,500.8775,950.75,,,,,,,,,
0.0147,0.00072283,3.206775,501.0125,951.95,,,,,,,,,
0.01471,0.00072235,3.209725,501.1375,953.15,,,,,,,,,
0.01472,0.00072187,3.212625,501.26,954.35,,,,,,,,,
0.01473,0.00072139,3.215525,501.38,955.55,,,,,,,,,
0.01474,0.00072091,3.218425,501.4925,956.76,,,,,,,,,
0.01475,0.00072043,3.22125,501.5975,957.96,,,,,,,,,
0.01476,0.00071995,3.22405,501.7,959.17,,,,,,,,,
0.01477,0.00071947,3.2268,501.7925,960.38,,,,,,,,,
0.01478,0.00071899,3.229525,501.88,961.59,,,,,,,,,
0.01479,0.00071851,3.2322,501.9625,962.8,,,,,,,,,
0.0148,0.00071803,3.234875,502.04,964.01,,,,,,,,,
0.01481,0.00071755,3.237525,502.1125,965.22,,,,,,,,,
0.01482,0.00071707,3.240125,502.1825,966.44,,,,,,,,,
0.01483,0.00071658,3.242725,502.2475,967.66,,,,,,,,,
0.01484,0.0007161,3.245275,502.31,968.88,,,,,,,,,
0.01485,0.00071562,3.24785,502.37,970.1,,,,,,,,,
0.01486,0.00071514,3.250475,502.43,971.32,,,,,,,,,
0.01487,0.00071466,3.25305,502.49,972.54,,,,,,,,,
0.01488,0.00071418,3.255625,502.5525,973.77,,,,,,,,,
0.01489,0.0007137,3.258275,502.615,974.99,,,,,,,,,
0.0149,0.00071322,3.260875,502.685,976.22,,,,,,,,,
0.01491,0.00071274,3.26355,502.7575,977.45,,,,,,,,,
0.01492,0.00071225,3.266275,502.8325,978.68,,,,,,,,,
0.01493,0.00071177,3.268975,502.915,979.91,,,,,,,,,
0.01494,0.00071129,3.271775,503,981.15,,,,,,,,,
0.01495,0.00071081,3.2746,503.0925,982.38,,,,,,,,,
0.01496,0.00071033,3.27745,503.195,983.62,,,,,,,,,
0.01497,0.00070985,3.28035,503.2975,984.86,,,,,,,,,
0.01498,0.00070936,3.283325,503.41,986.1,,,,,,,,,
0.01499,0.00070888,3.286325,503.53,987.34,,,,,,,,,
0.015,0.0007084,3.2894,503.6525,988.58,,,,,,,,,
0.01501,0.00070792,3.292475,503.78,989.83,,,,,,,,,
0.01502,0.00070743,3.295575,503.9125,991.07,,,,,,,,,
0.01503,0.00070695,3.298775,504.0525,992.32,,,,,,,,,
0.01504,0.00070647,3.30195,504.195,993.57,,,,,,,,,
0.01505,0.00070599,3.30515,504.34,994.82,,,,,,,,,
0.01506,0.00070551,3.3084,504.49,996.07,,,,,,,,,
0.01507,0.00070502,3.311625,504.6375,997.33,,,,,,,,,
0.01508,0.00070454,3.314875,504.7875,998.58,,,,,,,,,
0.01509,0.00070406,3.31815,504.935,999.84,,,,,,,,,
0.0151,0.00070357,3.3214,505.085,1001.1,,,,,,,,,
0.01511,0.00070309,3.324625,505.2325,1002.4,,,,,,,,,
0.01512,0.00070261,3.327925,505.38,1003.6,,,,,,,,,
0.01513,0.00070213,3.331175,505.525,1004.9,,,,,,,,,
0.01514,0.00070164,3.3344,505.665,1006.1,,,,,,,,,
0.01515,0.00070116,3.33765,505.8075,1007.4,,,,,,,,,
0.01516,0.00070068,3.34085,505.945,1008.7,,,,,,,,,
0.01517,0.00070019,3.34405,506.0775,1009.9,,,,,,,,,
0.01518,0.00069971,3.34725,506.21,1011.2,,,,,,,,,
0.01519,0.00069923,3.350425,506.3425,1012.5,,,,,,,,,
0.0152,0.00069874,3.3536,506.47,1013.8,,,,,,,,,
0.01521,0.00069826,3.35675,506.6,1015,,,,,,,,,
0.01522,0.00069778,3.359925,506.7225,1016.3,,,,,,,,,
0.01523,0.00069729,3.363075,506.8475,1017.6,,,,,,,,,
0.01524,0.00069681,3.366225,506.9725,1018.9,,,,,,,,,
0.01525,0.00069632,3.369425,507.095,1020.2,,,,,,,,,
0.01526,0.00069584,3.3726,507.2225,1021.4,,,,,,,,,
0.01527,0.00069536,3.375775,507.35,1022.7,,,,,,,,,
0.01528,0.00069487,3.37895,507.4725,1024,,,,,,,,,
0.01529,0.00069439,3.382175,507.6,1025.3,,,,,,,,,
0.0153,0.0006939,3.3854,507.7325,1026.6,,,,,,,,,
0.01531,0.00069342,3.38865,507.8625,1027.9,,,,,,,,,
0.01532,0.00069294,3.391925,507.9975,1029.2,,,,,,,,,
0.01533,0.00069245,3.395175,508.1325,1030.5,,,,,,,,,
0.01534,0.00069197,3.39845,508.27,1031.8,,,,,,,,,
0.01535,0.00069148,3.4018,508.4075,1033.1,,,,,,,,,
0.01536,0.000691,3.4051,508.545,1034.4,,,,,,,,,
0.01537,0.00069051,3.408425,508.6875,1035.7,,,,,,,,,
0.01538,0.00069003,3.411775,508.8275,1037,,,,,,,,,
0.01539,0.00068954,3.415125,508.97,1038.3,,,,,,,,,
0.0154,0.00068906,3.418475,509.1075,1039.6,,,,,,,,,
0.01541,0.00068857,3.4218,509.2475,1040.9,,,,,,,,,
0.01542,0.00068809,3.425125,509.385,1042.2,,,,,,,,,
0.01543,0.0006876,3.428475,509.5175,1043.5,,,,,,,,,
0.01544,0.00068712,3.431775,509.6525,1044.8,,,,,,,,,
0.01545,0.00068663,3.435075,509.7825,1046.1,,,,,,,,,
0.01546,0.00068615,3.4384,509.91,1047.5,,,,,,,,,
0.01547,0.00068566,3.44165,510.0325,1048.8,,,,,,,,,
0.01548,0.00068518,3.444925,510.155,1050.1,,,,,,,,,
0.01549,0.00068469,3.448175,510.27,1051.4,,,,,,,,,
0.0155,0.00068421,3.451375,510.385,1052.7,,,,,,,,,
0.01551,0.00068372,3.4546,510.5,1054.1,,,,,,,,,
0.01552,0.00068324,3.4578,510.6075,1055.4,,,,,,,,,
0.01553,0.00068275,3.461,510.7175,1056.7,,,,,,,,,
0.01554,0.00068226,3.464175,510.825,1058,,,,,,,,,
0.01555,0.00068178,3.4674,510.9325,1059.4,,,,,,,,,
0.01556,0.00068129,3.470575,511.0375,1060.7,,,,,,,,,
0.01557,0.00068081,3.4738,511.145,1062,,,,,,,,,
0.01558,0.00068032,3.477025,511.2525,1063.4,,,,,,,,,
0.01559,0.00067984,3.480275,511.3675,1064.7,,,,,,,,,
0.0156,0.00067935,3.483525,511.48,1066.1,,,,,,,,,
0.01561,0.00067886,3.486875,511.6025,1067.4,,,,,,,,,
0.01562,0.00067838,3.490225,511.725,1068.7,,,,,,,,,
0.01563,0.00067789,3.493625,511.8575,1070.1,,,,,,,,,
0.01564,0.0006774,3.49705,511.9925,1071.4,,,,,,,,,
0.01565,0.00067692,3.50055,512.135,1072.8,,,,,,,,,
0.01566,0.00067643,3.5041,512.2875,1074.1,,,,,,,,,
0.01567,0.00067594,3.507675,512.4425,1075.5,,,,,,,,,
0.01568,0.00067546,3.51135,512.6075,1076.8,,,,,,,,,
0.01569,0.00067497,3.51505,512.78,1078.2,,,,,,,,,
0.0157,0.00067449,3.518825,512.955,1079.6,,,,,,,,,
0.01571,0.000674,3.5226,513.1425,1080.9,,,,,,,,,
0.01572,0.00067351,3.52645,513.33,1082.3,,,,,,,,,
0.01573,0.00067302,3.53035,513.5275,1083.6,,,,,,,,,
0.01574,0.00067254,3.534325,513.725,1085,,,,,,,,,
0.01575,0.00067205,3.538225,513.925,1086.4,,,,,,,,,
0.01576,0.00067156,3.54225,514.1325,1087.7,,,,,,,,,
0.01577,0.00067108,3.5462,514.3375,1089.1,,,,,,,,,
0.01578,0.00067059,3.550275,514.545,1090.5,,,,,,,,,
0.01579,0.0006701,3.554225,514.75,1091.9,,,,,,,,,
0.0158,0.00066962,3.55825,514.9575,1093.2,,,,,,,,,
0.01581,0.00066913,3.562275,515.1575,1094.6,,,,,,,,,
0.01582,0.00066864,3.566225,515.3575,1096,,,,,,,,,
0.01583,0.00066815,3.570175,515.55,1097.4,,,,,,,,,
0.01584,0.00066767,3.5741,515.7425,1098.7,,,,,,,,,
0.01585,0.00066718,3.57795,515.9225,1100.1,,,,,,,,,
0.01586,0.00066669,3.581825,516.1025,1101.5,,,,,,,,,
0.01587,0.0006662,3.58565,516.275,1102.9,,,,,,,,,
0.01588,0.00066571,3.58945,516.44,1104.3,,,,,,,,,
0.01589,0.00066523,3.593175,516.5975,1105.7,,,,,,,,,
0.0159,0.00066474,3.596875,516.75,1107.1,,,,,,,,,
0.01591,0.00066425,3.60055,516.895,1108.5,,,,,,,,,
0.01592,0.00066376,3.6042,517.0375,1109.9,,,,,,,,,
0.01593,0.00066328,3.6078,517.1725,1111.3,,,,,,,,,
0.01594,0.00066279,3.611375,517.3025,1112.7,,,,,,,,,
0.01595,0.0006623,3.614925,517.43,1114.1,,,,,,,,,
0.01596,0.00066181,3.618425,517.555,1115.5,,,,,,,,,
0.01597,0.00066132,3.621975,517.68,1116.9,,,,,,,,,
0.01598,0.00066083,3.625525,517.8,1118.3,,,,,,,,,
0.01599,0.00066035,3.6291,517.925,1119.7,,,,,,,,,
0.016,0.00065986,3.63265,518.05,1121.1,,,,,,,,,
0.01601,0.00065937,3.6362,518.175,1122.5,,,,,,,,,
0.01602,0.00065888,3.6398,518.305,1123.9,,,,,,,,,
0.01603,0.00065839,3.64345,518.435,1125.3,,,,,,,,,
0.01604,0.0006579,3.6471,518.5725,1126.8,,,,,,,,,
0.01605,0.00065742,3.65085,518.715,1128.2,,,,,,,,,
0.01606,0.00065693,3.654575,518.8625,1129.6,,,,,,,,,
0.01607,0.00065644,3.6584,519.0175,1131,,,,,,,,,
0.01608,0.00065595,3.662225,519.175,1132.4,,,,,,,,,
0.01609,0.00065546,3.66615,519.3425,1133.9,,,,,,,,,
0.0161,0.00065497,3.67005,519.51,1135.3,,,,,,,,,
0.01611,0.00065448,3.6741,519.6875,1136.7,,,,,,,,,
0.01612,0.00065399,3.678125,519.8675,1138.2,,,,,,,,,
0.01613,0.0006535,3.682175,520.0525,1139.6,,,,,,,,,
0.01614,0.00065302,3.686325,520.2425,1141,,,,,,,,,
0.01615,0.00065253,3.6904,520.435,1142.5,,,,,,,,,
0.01616,0.00065204,3.6946,520.6325,1143.9,,,,,,,,,
0.01617,0.00065155,3.69875,520.8225,1145.4,,,,,,,,,
0.01618,0.00065106,3.702925,521.02,1146.8,,,,,,,,,
0.01619,0.00065057,3.7071,521.215,1148.3,,,,,,,,,
0.0162,0.00065008,3.711275,521.41,1149.7,,,,,,,,,
0.01621,0.00064959,3.715425,521.6,1151.1,,,,,,,,,
0.01622,0.0006491,3.71955,521.785,1152.6,,,,,,,,,
0.01623,0.00064861,3.723675,521.965,1154.1,,,,,,,,,
0.01624,0.00064812,3.7277,522.14,1155.5,,,,,,,,,
0.01625,0.00064763,3.731775,522.31,1157,,,,,,,,,
0.01626,0.00064714,3.735725,522.4675,1158.4,,,,,,,,,
0.01627,0.00064665,3.739675,522.625,1159.9,,,,,,,,,
0.01628,0.00064616,3.743575,522.7725,1161.4,,,,,,,,,
0.01629,0.00064567,3.747425,522.9125,1162.8,,,,,,,,,
0.0163,0.00064518,3.7512,523.0425,1164.3,,,,,,,,,
0.01631,0.00064469,3.75495,523.1675,1165.8,,,,,,,,,
0.01632,0.0006442,3.75865,523.285,1167.2,,,,,,,,,
0.01633,0.00064371,3.7623,523.3975,1168.7,,,,,,,,,
0.01634,0.00064322,3.76595,523.5025,1170.2,,,,,,,,,
0.01635,0.00064273,3.76955,523.6025,1171.7,,,,,,,,,
0.01636,0.00064224,3.773125,523.7025,1173.1,,,,,,,,,
0.01637,0.00064175,3.776725,523.7975,1174.6,,,,,,,,,
0.01638,0.00064126,3.780275,523.89,1176.1,,,,,,,,,
0.01639,0.00064077,3.78385,523.98,1177.6,,,,,,,,,
0.0164,0.00064028,3.787425,524.075,1179.1,,,,,,,,,
0.01641,0.00063979,3.791,524.1725,1180.6,,,,,,,,,
0.01642,0.0006393,3.79465,524.27,1182.1,,,,,,,,,
0.01643,0.00063881,3.7983,524.37,1183.5,,,,,,,,,
0.01644,0.00063832,3.802,524.4775,1185,,,,,,,,,
0.01645,0.00063783,3.805725,524.59,1186.5,,,,,,,,,
0.01646,0.00063734,3.809525,524.705,1188,,,,,,,,,
0.01647,0.00063685,3.813375,524.835,1189.5,,,,,,,,,
0.01648,0.00063635,3.817275,524.965,1191,,,,,,,,,
0.01649,0.00063586,3.82125,525.105,1192.5,,,,,,,,,
0.0165,0.00063537,3.825275,525.25,1194.1,,,,,,,,,
0.01651,0.00063488,3.829325,525.4025,1195.6,,,,,,,,,
0.01652,0.00063439,3.8335,525.565,1197.1,,,,,,,,,
0.01653,0.0006339,3.83765,525.73,1198.6,,,,,,,,,
0.01654,0.00063341,3.8419,525.9,1200.1,,,,,,,,,
0.01655,0.00063292,3.846175,526.0775,1201.6,,,,,,,,,
0.01656,0.00063243,3.850475,526.2575,1203.1,,,,,,,,,
0.01657,0.00063194,3.8548,526.44,1204.7,,,,,,,,,
0.01658,0.00063144,3.8592,526.6275,1206.2,,,,,,,,,
0.01659,0.00063095,3.86355,526.81,1207.7,,,,,,,,,
0.0166,0.00063046,3.867925,526.995,1209.2,,,,,,,,,
0.01661,0.00062997,3.872275,527.1775,1210.8,,,,,,,,,
0.01662,0.00062948,3.876675,527.3625,1212.3,,,,,,,,,
0.01663,0.00062899,3.881,527.54,1213.8,,,,,,,,,
0.01664,0.0006285,3.88535,527.715,1215.4,,,,,,,,,
0.01665,0.00062801,3.88965,527.8875,1216.9,,,,,,,,,
0.01666,0.00062751,3.89395,528.055,1218.5,,,,,,,,,
0.01667,0.00062702,3.898225,528.2125,1220,,,,,,,,,
0.01668,0.00062653,3.9024,528.37,1221.5,,,,,,,,,
0.01669,0.00062604,3.906575,528.5175,1223.1,,,,,,,,,
0.0167,0.00062555,3.910725,528.66,1224.6,,,,,,,,,
0.01671,0.00062506,3.9148,528.8,1226.2,,,,,,,,,
0.01672,0.00062456,3.91885,528.93,1227.7,,,,,,,,,
0.01673,0.00062407,3.9229,529.0575,1229.3,,,,,,,,,
0.01674,0.00062358,3.9269,529.1775,1230.9,,,,,,,,,
0.01675,0.00062309,3.930875,529.2975,1232.4,,,,,,,,,
0.01676,0.0006226,3.9348,529.41,1234,,,,,,,,,
0.01677,0.00062211,3.93875,529.525,1235.5,,,,,,,,,
0.01678,0.00062161,3.942725,529.635,1237.1,,,,,,,,,
0.01679,0.00062112,3.94665,529.745,1238.7,,,,,,,,,
0.0168,0.00062063,3.950625,529.855,1240.3,,,,,,,,,
0.01681,0.00062014,3.95455,529.965,1241.8,,,,,,,,,
0.01682,0.00061965,3.95855,530.08,1243.4,,,,,,,,,
0.01683,0.00061915,3.962575,530.195,1245,,,,,,,,,
0.01684,0.00061866,3.9666,530.3075,1246.6,,,,,,,,,
0.01685,0.00061817,3.970675,530.4325,1248.1,,,,,,,,,
0.01686,0.00061768,3.9748,530.56,1249.7,,,,,,,,,
0.01687,0.00061719,3.978925,530.69,1251.3,,,,,,,,,
0.01688,0.00061669,3.98315,530.825,1252.9,,,,,,,,,
0.01689,0.0006162,3.987425,530.9725,1254.5,,,,,,,,,
0.0169,0.00061571,3.9917,531.115,1256.1,,,,,,,,,
0.01691,0.00061522,3.99605,531.275,1257.7,,,,,,,,,
0.01692,0.00061472,4.000475,531.43,1259.3,,,,,,,,,
0.01693,0.00061423,4.004925,531.595,1260.9,,,,,,,,,
0.01694,0.00061374,4.00945,531.7675,1262.5,,,,,,,,,
0.01695,0.00061325,4.014,531.945,1264.1,,,,,,,,,
0.01696,0.00061276,4.0186,532.125,1265.7,,,,,,,,,
0.01697,0.00061226,4.023225,532.3125,1267.3,,,,,,,,,
0.01698,0.00061177,4.027875,532.5025,1268.9,,,,,,,,,
0.01699,0.00061128,4.032625,532.695,1270.5,,,,,,,,,
0.017,0.00061079,4.037375,532.8875,1272.1,,,,,,,,,
0.01701,0.00061029,4.04215,533.09,1273.7,,,,,,,,,
0.01702,0.0006098,4.04695,533.2925,1275.4,,,,,,,,,
0.01703,0.00060931,4.051775,533.495,1277,,,,,,,,,
0.01704,0.00060882,4.0566,533.6975,1278.6,,,,,,,,,
0.01705,0.00060832,4.06145,533.9025,1280.2,,,,,,,,,
0.01706,0.00060783,4.06635,534.11,1281.9,,,,,,,,,
0.01707,0.00060734,4.071225,534.315,1283.5,,,,,,,,,
0.01708,0.00060684,4.0761,534.5225,1285.1,,,,,,,,,
0.01709,0.00060635,4.08095,534.725,1286.8,,,,,,,,,
0.0171,0.00060586,4.085875,534.9325,1288.4,,,,,,,,,
0.01711,0.00060537,4.090775,535.1375,1290,,,,,,,,,
0.01712,0.00060487,4.09565,535.3375,1291.7,,,,,,,,,
0.01713,0.00060438,4.1006,535.54,1293.3,,,,,,,,,
0.01714,0.00060389,4.10545,535.745,1295,,,,,,,,,
0.01715,0.00060339,4.11035,535.9425,1296.6,,,,,,,,,
0.01716,0.0006029,4.1152,536.135,1298.3,,,,,,,,,
0.01717,0.00060241,4.1201,536.3325,1299.9,,,,,,,,,
0.01718,0.00060192,4.124975,536.53,1301.6,,,,,,,,,
0.01719,0.00060142,4.12985,536.72,1303.2,,,,,,,,,
0.0172,0.00060093,4.1347,536.91,1304.9,,,,,,,,,
0.01721,0.00060044,4.13955,537.1,1306.5,,,,,,,,,
0.01722,0.00059994,4.1444,537.2875,1308.2,,,,,,,,,
0.01723,0.00059945,4.149275,537.47,1309.9,,,,,,,,,
0.01724,0.00059896,4.154075,537.655,1311.5,,,,,,,,,
0.01725,0.00059847,4.1589,537.8375,1313.2,,,,,,,,,
0.01726,0.00059797,4.163725,538.015,1314.9,,,,,,,,,
0.01727,0.00059748,4.168575,538.1925,1316.6,,,,,,,,,
0.01728,0.00059699,4.173375,538.3675,1318.2,,,,,,,,,
0.01729,0.00059649,4.1782,538.5475,1319.9,,,,,,,,,
0.0173,0.000596,4.183025,538.72,1321.6,,,,,,,,,
0.01731,0.00059551,4.187825,538.895,1323.3,,,,,,,,,
0.01732,0.00059501,4.19265,539.0675,1325,,,,,,,,,
0.01733,0.00059452,4.197475,539.235,1326.7,,,,,,,,,
0.01734,0.00059403,4.2023,539.41,1328.4,,,,,,,,,
0.01735,0.00059353,4.207125,539.58,1330.1,,,,,,,,,
0.01736,0.00059304,4.21195,539.7525,1331.8,,,,,,,,,
0.01737,0.00059255,4.216825,539.9225,1333.5,,,,,,,,,
0.01738,0.00059205,4.2217,540.095,1335.2,,,,,,,,,
0.01739,0.00059156,4.226575,540.27,1336.9,,,,,,,,,
0.0174,0.00059107,4.231475,540.4425,1338.6,,,,,,,,,
0.01741,0.00059057,4.236375,540.6175,1340.3,,,,,,,,,
0.01742,0.00059008,4.241275,540.795,1342,,,,,,,,,
0.01743,0.00058959,4.246225,540.97,1343.7,,,,,,,,,
0.01744,0.00058909,4.251225,541.15,1345.4,,,,,,,,,
0.01745,0.0005886,4.256225,541.3275,1347.1,,,,,,,,,
0.01746,0.00058811,4.2612,541.51,1348.9,,,,,,,,,
0.01747,0.00058761,4.2662,541.6925,1350.6,,,,,,,,,
0.01748,0.00058712,4.27125,541.87,1352.3,,,,,,,,,
0.01749,0.00058663,4.276275,542.055,1354,,,,,,,,,
0.0175,0.00058613,4.281325,542.2425,1355.8,,,,,,,,,
0.01751,0.00058564,4.2864,542.4225,1357.5,,,,,,,,,
0.01752,0.00058514,4.29145,542.6025,1359.3,,,,,,,,,
0.01753,0.00058465,4.296525,542.7875,1361,,,,,,,,,
0.01754,0.00058416,4.301575,542.965,1362.7,,,,,,,,,
0.01755,0.00058366,4.30665,543.145,1364.5,,,,,,,,,
0.01756,0.00058317,4.311725,543.3225,1366.2,,,,,,,,,
0.01757,0.00058268,4.316725,543.4975,1368,,,,,,,,,
0.01758,0.00058218,4.3218,543.6675,1369.7,,,,,,,,,
0.01759,0.00058169,4.326775,543.8375,1371.5,,,,,,,,,
0.0176,0.0005812,4.331825,544.0025,1373.2,,,,,,,,,
0.01761,0.0005807,4.336775,544.165,1375,,,,,,,,,
0.01762,0.00058021,4.341775,544.325,1376.8,,,,,,,,,
0.01763,0.00057971,4.346725,544.4825,1378.5,,,,,,,,,
0.01764,0.00057922,4.351625,544.6375,1380.3,,,,,,,,,
0.01765,0.00057873,4.356575,544.785,1382.1,,,,,,,,,
