t [s],Vol [m3],P [bar],T [K],Q loss [W],,,,,,
0.00475,0.0011249,1.76504,432.924,442.26105,,,,,,
0.00476,0.0011246,1.76604,433.064,442.934415,,,,,,
0.00477,0.0011243,1.76702,433.184,443.620485,,,,,,
0.00478,0.001124,1.7679,433.292,444.29385,,,,,,
0.00479,0.0011237,1.76874,433.38,444.97992,,,,,,
0.0048,0.0011234,1.7695,433.45,445.653285,,,,,,
0.00481,0.0011231,1.77016,433.506,446.339355,,,,,,
0.00482,0.0011228,1.77076,433.538,447.025425,,,,,,
0.00483,0.0011225,1.77126,433.548,447.69879,,,,,,
0.00484,0.0011222,1.7717,433.544,448.38486,,,,,,
0.00485,0.0011219,1.77206,433.514,449.07093,,,,,,
0.00486,0.0011216,1.77236,433.474,449.757,,,,,,
0.00487,0.0011213,1.77262,433.42,450.44307,,,,,,
0.00488,0.001121,1.7728,433.354,451.141845,,,,,,
0.00489,0.0011207,1.77294,433.278,451.827915,,,,,,
0.0049,0.0011205,1.77306,433.192,452.513985,,,,,,
0.00491,0.0011202,1.77318,433.102,453.21276,,,,,,
0.00492,0.0011199,1.77326,433.016,453.89883,,,,,,
0.00493,0.0011196,1.77338,432.926,454.597605,,,,,,
0.00494,0.0011193,1.7735,432.842,455.29638,,,,,,
0.00495,0.001119,1.77368,432.77,455.98245,,,,,,
0.00496,0.0011187,1.77388,432.704,456.681225,,,,,,
0.00497,0.0011184,1.77414,432.648,457.38,,,,,,
0.00498,0.0011181,1.77442,432.61,458.078775,,,,,,
0.00499,0.0011178,1.7748,432.584,458.77755,,,,,,
0.005,0.0011175,1.77524,432.574,459.476325,,,,,,
0.00501,0.0011172,1.77574,432.586,460.187805,,,,,,
0.00502,0.0011169,1.77632,432.61,460.88658,,,,,,
0.00503,0.0011166,1.777,432.652,461.585355,,,,,,
0.00504,0.0011163,1.7777,432.712,462.296835,,,,,,
0.00505,0.001116,1.77848,432.788,462.99561,,,,,,
0.00506,0.0011157,1.77936,432.88,463.70709,,,,,,
0.00507,0.0011154,1.78024,432.98,464.41857,,,,,,
0.00508,0.0011151,1.78118,433.092,465.117345,,,,,,
0.00509,0.0011148,1.78218,433.214,465.828825,,,,,,
0.0051,0.0011145,1.7832,433.342,466.540305,,,,,,
0.00511,0.0011142,1.78422,433.474,467.251785,,,,,,
0.00512,0.0011139,1.78526,433.612,467.963265,,,,,,
0.00513,0.0011136,1.78632,433.746,468.674745,,,,,,
0.00514,0.0011133,1.78736,433.878,469.39893,,,,,,
0.00515,0.0011129,1.78836,434.008,470.11041,,,,,,
0.00516,0.0011126,1.78934,434.13,470.82189,,,,,,
0.00517,0.0011123,1.79032,434.244,471.546075,,,,,,
0.00518,0.001112,1.79124,434.35,472.257555,,,,,,
0.00519,0.0011117,1.7921,434.444,472.98174,,,,,,
0.0052,0.0011114,1.79298,434.528,473.705925,,,,,,
0.00521,0.0011111,1.79376,434.602,474.43011,,,,,,
0.00522,0.0011108,1.79452,434.662,475.14159,,,,,,
0.00523,0.0011105,1.79522,434.712,475.865775,,,,,,
0.00524,0.0011102,1.79588,434.754,476.58996,,,,,,
0.00525,0.0011099,1.7965,434.786,477.314145,,,,,,
0.00526,0.0011096,1.7971,434.804,478.051035,,,,,,
0.00527,0.0011093,1.79764,434.816,478.77522,,,,,,
0.00528,0.001109,1.79818,434.824,479.499405,,,,,,
0.00529,0.0011087,1.79868,434.828,480.236295,,,,,,
0.0053,0.0011084,1.79916,434.824,480.96048,,,,,,
0.00531,0.001108,1.79964,434.822,481.69737,,,,,,
0.00532,0.0011077,1.80014,434.814,482.421555,,,,,,
0.00533,0.0011074,1.8006,434.814,483.158445,,,,,,
0.00534,0.0011071,1.80112,434.81,483.895335,,,,,,
0.00535,0.0011068,1.80162,434.816,484.632225,,,,,,
0.00536,0.0011065,1.80216,434.82,485.369115,,,,,,
0.00537,0.0011062,1.80272,434.834,486.106005,,,,,,
0.00538,0.0011059,1.8033,434.856,486.842895,,,,,,
0.00539,0.0011056,1.80392,434.88,487.579785,,,,,,
0.0054,0.0011053,1.80458,434.912,488.316675,,,,,,
0.00541,0.0011049,1.80526,434.954,489.06627,,,,,,
0.00542,0.0011046,1.80594,435.002,489.80316,,,,,,
0.00543,0.0011043,1.8067,435.056,490.552755,,,,,,
0.00544,0.001104,1.80748,435.118,491.289645,,,,,,
0.00545,0.0011037,1.80824,435.186,492.03924,,,,,,
0.00546,0.0011034,1.80906,435.258,492.788835,,,,,,
0.00547,0.0011031,1.80988,435.336,493.53843,,,,,,
0.00548,0.0011027,1.81074,435.414,494.288025,,,,,,
0.00549,0.0011024,1.81162,435.496,495.03762,,,,,,
0.0055,0.0011021,1.81246,435.578,495.787215,,,,,,
0.00551,0.0011018,1.81336,435.664,496.53681,,,,,,
0.00552,0.0011015,1.8142,435.746,497.286405,,,,,,
0.00553,0.0011012,1.81508,435.83,498.036,,,,,,
0.00554,0.0011009,1.81592,435.906,498.7983,,,,,,
0.00555,0.0011005,1.81676,435.986,499.547895,,,,,,
0.00556,0.0011002,1.81758,436.056,500.310195,,,,,,
0.00557,0.0010999,1.8184,436.122,501.072495,,,,,,
0.00558,0.0010996,1.81918,436.188,501.82209,,,,,,
0.00559,0.0010993,1.81992,436.246,502.58439,,,,,,
0.0056,0.001099,1.82068,436.3,503.34669,,,,,,
0.00561,0.0010986,1.82144,436.346,504.10899,,,,,,
0.00562,0.0010983,1.82214,436.388,504.87129,,,,,,
0.00563,0.001098,1.8228,436.428,505.63359,,,,,,
0.00564,0.0010977,1.82348,436.454,506.39589,,,,,,
0.00565,0.0010974,1.8241,436.484,507.15819,,,,,,
0.00566,0.001097,1.82476,436.506,507.933195,,,,,,
0.00567,0.0010967,1.82536,436.526,508.695495,,,,,,
0.00568,0.0010964,1.82594,436.542,509.4705,,,,,,
0.00569,0.0010961,1.82652,436.556,510.2328,,,,,,
0.0057,0.0010958,1.8271,436.566,511.007805,,,,,,
0.00571,0.0010954,1.82766,436.574,511.78281,,,,,,
0.00572,0.0010951,1.82822,436.58,512.557815,,,,,,
0.00573,0.0010948,1.8288,436.586,513.33282,,,,,,
0.00574,0.0010945,1.82936,436.594,514.107825,,,,,,
0.00575,0.0010942,1.8299,436.6,514.88283,,,,,,
0.00576,0.0010938,1.83048,436.604,515.657835,,,,,,
0.00577,0.0010935,1.83106,436.612,516.43284,,,,,,
0.00578,0.0010932,1.83162,436.62,517.22055,,,,,,
0.00579,0.0010929,1.8322,436.628,517.995555,,,,,,
0.0058,0.0010925,1.83278,436.64,518.77056,,,,,,
0.00581,0.0010922,1.83338,436.65,519.55827,,,,,,
0.00582,0.0010919,1.83398,436.664,520.34598,,,,,,
0.00583,0.0010916,1.83458,436.678,521.120985,,,,,,
0.00584,0.0010912,1.83518,436.696,521.908695,,,,,,
0.00585,0.0010909,1.83584,436.712,522.696405,,,,,,
0.00586,0.0010906,1.83644,436.732,523.484115,,,,,,
0.00587,0.0010903,1.8371,436.756,524.271825,,,,,,
0.00588,0.0010899,1.83772,436.778,525.059535,,,,,,
0.00589,0.0010896,1.83842,436.804,525.85995,,,,,,
0.0059,0.0010893,1.83908,436.832,526.64766,,,,,,
0.00591,0.001089,1.83974,436.86,527.43537,,,,,,
0.00592,0.0010886,1.84044,436.892,528.235785,,,,,,
0.00593,0.0010883,1.8411,436.922,529.023495,,,,,,
0.00594,0.001088,1.8418,436.956,529.82391,,,,,,
0.00595,0.0010877,1.84248,436.99,530.624325,,,,,,
0.00596,0.0010873,1.84322,437.024,531.412035,,,,,,
0.00597,0.001087,1.84388,437.062,532.21245,,,,,,
0.00598,0.0010867,1.84462,437.098,533.012865,,,,,,
0.00599,0.0010863,1.84534,437.136,533.81328,,,,,,
0.006,0.001086,1.84606,437.172,534.613695,,,,,,
0.00601,0.0010857,1.84674,437.212,535.426815,,,,,,
0.00602,0.0010853,1.84748,437.246,536.22723,,,,,,
0.00603,0.001085,1.8482,437.282,537.027645,,,,,,
0.00604,0.0010847,1.8489,437.318,537.840765,,,,,,
0.00605,0.0010844,1.84964,437.352,538.64118,,,,,,
0.00606,0.001084,1.85032,437.384,539.4543,,,,,,
0.00607,0.0010837,1.85102,437.414,540.26742,,,,,,
0.00608,0.0010834,1.85166,437.442,541.067835,,,,,,
0.00609,0.001083,1.85236,437.466,541.880955,,,,,,
0.0061,0.0010827,1.85304,437.488,542.694075,,,,,,
0.00611,0.0010824,1.85366,437.506,543.507195,,,,,,
0.00612,0.001082,1.85428,437.52,544.320315,,,,,,
0.00613,0.0010817,1.8549,437.53,545.14614,,,,,,
0.00614,0.0010814,1.8555,437.538,545.95926,,,,,,
0.00615,0.001081,1.85608,437.54,546.77238,,,,,,
0.00616,0.0010807,1.85666,437.538,547.598205,,,,,,
0.00617,0.0010804,1.8572,437.534,548.411325,,,,,,
0.00618,0.00108,1.85772,437.522,549.23715,,,,,,
0.00619,0.0010797,1.85828,437.51,550.05027,,,,,,
0.0062,0.0010794,1.85878,437.496,550.876095,,,,,,
0.00621,0.001079,1.85928,437.48,551.70192,,,,,,
0.00622,0.0010787,1.8598,437.464,552.527745,,,,,,
0.00623,0.0010784,1.8603,437.446,553.35357,,,,,,
0.00624,0.001078,1.8608,437.428,554.179395,,,,,,
0.00625,0.0010777,1.86132,437.412,555.00522,,,,,,
0.00626,0.0010773,1.86186,437.402,555.84375,,,,,,
0.00627,0.001077,1.8624,437.392,556.669575,,,,,,
0.00628,0.0010767,1.86294,437.39,557.4954,,,,,,
0.00629,0.0010763,1.86354,437.392,558.33393,,,,,,
0.0063,0.001076,1.86418,437.402,559.17246,,,,,,
0.00631,0.0010757,1.86484,437.422,559.998285,,,,,,
0.00632,0.0010753,1.86552,437.446,560.836815,,,,,,
0.00633,0.001075,1.86624,437.482,561.675345,,,,,,
0.00634,0.0010746,1.86704,437.524,562.513875,,,,,,
0.00635,0.0010743,1.86786,437.58,563.352405,,,,,,
0.00636,0.001074,1.86874,437.644,564.190935,,,,,,
0.00637,0.0010736,1.86964,437.718,565.029465,,,,,,
0.00638,0.0010733,1.87058,437.804,565.867995,,,,,,
0.00639,0.0010729,1.87158,437.898,566.71923,,,,,,
0.0064,0.0010726,1.87264,438,567.55776,,,,,,
0.00641,0.0010723,1.87368,438.108,568.408995,,,,,,
0.00642,0.0010719,1.8748,438.222,569.247525,,,,,,
0.00643,0.0010716,1.87588,438.344,570.09876,,,,,,
0.00644,0.0010712,1.87702,438.468,570.949995,,,,,,
0.00645,0.0010709,1.87816,438.592,571.80123,,,,,,
0.00646,0.0010705,1.87928,438.72,572.63976,,,,,,
0.00647,0.0010702,1.88042,438.844,573.490995,,,,,,
0.00648,0.0010699,1.88158,438.964,574.354935,,,,,,
0.00649,0.0010695,1.88268,439.084,575.20617,,,,,,
0.0065,0.0010692,1.88376,439.194,576.057405,,,,,,
0.00651,0.0010688,1.88482,439.298,576.90864,,,,,,
0.00652,0.0010685,1.88584,439.398,577.77258,,,,,,
0.00653,0.0010681,1.88684,439.484,578.623815,,,,,,
0.00654,0.0010678,1.88778,439.562,579.487755,,,,,,
0.00655,0.0010675,1.88866,439.628,580.33899,,,,,,
0.00656,0.0010671,1.88952,439.684,581.20293,,,,,,
0.00657,0.0010668,1.89032,439.732,582.06687,,,,,,
0.00658,0.0010664,1.89112,439.768,582.93081,,,,,,
0.00659,0.0010661,1.89186,439.8,583.79475,,,,,,
0.0066,0.0010657,1.89254,439.82,584.65869,,,,,,
0.00661,0.0010654,1.89322,439.832,585.52263,,,,,,
0.00662,0.001065,1.89386,439.842,586.38657,,,,,,
0.00663,0.0010647,1.8945,439.844,587.263215,,,,,,
0.00664,0.0010643,1.89516,439.848,588.127155,,,,,,
0.00665,0.001064,1.89578,439.854,589.0038,,,,,,
0.00666,0.0010636,1.8964,439.858,589.86774,,,,,,
0.00667,0.0010633,1.89706,439.868,590.744385,,,,,,
0.00668,0.0010629,1.89778,439.88,591.62103,,,,,,
0.00669,0.0010626,1.89846,439.908,592.48497,,,,,,
0.0067,0.0010622,1.89926,439.936,593.361615,,,,,,
0.00671,0.0010619,1.90004,439.982,594.23826,,,,,,
0.00672,0.0010615,1.90092,440.036,595.114905,,,,,,
0.00673,0.0010612,1.90182,440.106,596.004255,,,,,,
0.00674,0.0010608,1.90284,440.19,596.8809,,,,,,
0.00675,0.0010605,1.90388,440.286,597.757545,,,,,,
0.00676,0.0010601,1.90496,440.396,598.646895,,,,,,
0.00677,0.0010598,1.90614,440.518,599.52354,,,,,,
0.00678,0.0010594,1.90736,440.658,600.41289,,,,,,
0.00679,0.0010591,1.90866,440.808,601.289535,,,,,,
0.0068,0.0010587,1.90998,440.966,602.178885,,,,,,
0.00681,0.0010584,1.91134,441.134,603.068235,,,,,,
0.00682,0.001058,1.91274,441.31,603.957585,,,,,,
0.00683,0.0010577,1.91416,441.486,604.846935,,,,,,
0.00684,0.0010573,1.91556,441.666,605.736285,,,,,,
0.00685,0.001057,1.91698,441.844,606.625635,,,,,,
0.00686,0.0010566,1.9184,442.018,607.514985,,,,,,
0.00687,0.0010563,1.91974,442.186,608.41704,,,,,,
0.00688,0.0010559,1.92108,442.35,609.30639,,,,,,
0.00689,0.0010556,1.9224,442.498,610.208445,,,,,,
0.0069,0.0010552,1.92364,442.636,611.097795,,,,,,
0.00691,0.0010549,1.9248,442.754,611.99985,,,,,,
0.00692,0.0010545,1.9259,442.858,612.901905,,,,,,
0.00693,0.0010542,1.92694,442.942,613.791255,,,,,,
0.00694,0.0010538,1.92786,443.006,614.69331,,,,,,
0.00695,0.0010534,1.9287,443.052,615.595365,,,,,,
0.00696,0.0010531,1.92948,443.08,616.49742,,,,,,
0.00697,0.0010527,1.93014,443.082,617.41218,,,,,,
0.00698,0.0010524,1.93074,443.074,618.314235,,,,,,
0.00699,0.001052,1.93126,443.04,619.21629,,,,,,
0.007,0.0010517,1.9317,442.992,620.13105,,,,,,
0.00701,0.0010513,1.93208,442.93,621.033105,,,,,,
0.00702,0.0010509,1.93242,442.854,621.947865,,,,,,
0.00703,0.0010506,1.9327,442.77,622.84992,,,,,,
0.00704,0.0010502,1.93294,442.68,623.76468,,,,,,
0.00705,0.0010499,1.93316,442.58,624.67944,,,,,,
0.00706,0.0010495,1.9334,442.486,625.5942,,,,,,
0.00707,0.0010492,1.93364,442.388,626.50896,,,,,,
0.00708,0.0010488,1.9339,442.296,627.42372,,,,,,
0.00709,0.0010484,1.9342,442.212,628.33848,,,,,,
0.0071,0.0010481,1.93454,442.138,629.265945,,,,,,
0.00711,0.0010477,1.9349,442.076,630.180705,,,,,,
0.00712,0.0010474,1.93538,442.028,631.10817,,,,,,
0.00713,0.001047,1.9359,442,632.02293,,,,,,
0.00714,0.0010466,1.93652,441.984,632.950395,,,,,,
0.00715,0.0010463,1.93718,441.99,633.87786,,,,,,
0.00716,0.0010459,1.93794,442.014,634.79262,,,,,,
0.00717,0.0010456,1.93878,442.054,635.720085,,,,,,
0.00718,0.0010452,1.93974,442.114,636.64755,,,,,,
0.00719,0.0010448,1.94076,442.194,637.58772,,,,,,
0.0072,0.0010445,1.94182,442.284,638.515185,,,,,,
0.00721,0.0010441,1.94298,442.394,639.44265,,,,,,
0.00722,0.0010437,1.94416,442.512,640.370115,,,,,,
0.00723,0.0010434,1.9454,442.638,641.310285,,,,,,
0.00724,0.001043,1.94668,442.778,642.23775,,,,,,
0.00725,0.0010427,1.948,442.918,643.17792,,,,,,
0.00726,0.0010423,1.9493,443.062,644.11809,,,,,,
0.00727,0.0010419,1.9506,443.204,645.05826,,,,,,
0.00728,0.0010416,1.9519,443.342,645.985725,,,,,,
0.00729,0.0010412,1.95314,443.472,646.925895,,,,,,
0.0073,0.0010408,1.95438,443.59,647.866065,,,,,,
0.00731,0.0010405,1.95554,443.702,648.81894,,,,,,
0.00732,0.0010401,1.95664,443.8,649.75911,,,,,,
0.00733,0.0010397,1.9577,443.878,650.69928,,,,,,
0.00734,0.0010394,1.95868,443.944,651.652155,,,,,,
0.00735,0.001039,1.95956,443.988,652.592325,,,,,,
0.00736,0.0010386,1.96038,444.018,653.5452,,,,,,
0.00737,0.0010383,1.9611,444.026,654.48537,,,,,,
0.00738,0.0010379,1.96174,444.022,655.438245,,,,,,
0.00739,0.0010375,1.96236,443.994,656.39112,,,,,,
0.0074,0.0010372,1.96286,443.954,657.343995,,,,,,
0.00741,0.0010368,1.96332,443.902,658.29687,,,,,,
0.00742,0.0010364,1.96372,443.834,659.249745,,,,,,
0.00743,0.0010361,1.96406,443.76,660.20262,,,,,,
0.00744,0.0010357,1.9644,443.676,661.155495,,,,,,
0.00745,0.0010353,1.96472,443.588,662.121075,,,,,,
0.00746,0.001035,1.965,443.498,663.07395,,,,,,
0.00747,0.0010346,1.9653,443.406,664.03953,,,,,,
0.00748,0.0010342,1.96562,443.32,665.00511,,,,,,
0.00749,0.0010339,1.96594,443.24,665.957985,,,,,,
0.0075,0.0010335,1.96632,443.168,666.923565,,,,,,
0.00751,0.0010331,1.96674,443.108,667.889145,,,,,,
0.00752,0.0010328,1.96724,443.056,668.854725,,,,,,
0.00753,0.0010324,1.96778,443.024,669.820305,,,,,,
0.00754,0.001032,1.96842,443.004,670.79859,,,,,,
0.00755,0.0010316,1.96912,443.004,671.76417,,,,,,
0.00756,0.0010313,1.9699,443.022,672.72975,,,,,,
0.00757,0.0010309,1.97076,443.056,673.708035,,,,,,
0.00758,0.0010305,1.97168,443.106,674.673615,,,,,,
0.00759,0.0010302,1.97272,443.18,675.6519,,,,,,
0.0076,0.0010298,1.97384,443.264,676.630185,,,,,,
0.00761,0.0010294,1.97498,443.366,677.60847,,,,,,
0.00762,0.001029,1.97618,443.48,678.586755,,,,,,
0.00763,0.0010287,1.97748,443.606,679.56504,,,,,,
0.00764,0.0010283,1.97882,443.744,680.543325,,,,,,
0.00765,0.0010279,1.98018,443.888,681.52161,,,,,,
0.00766,0.0010276,1.98158,444.038,682.499895,,,,,,
0.00767,0.0010272,1.98298,444.188,683.490885,,,,,,
0.00768,0.0010268,1.98436,444.342,684.46917,,,,,,
0.00769,0.0010264,1.98574,444.49,685.46016,,,,,,
0.0077,0.0010261,1.98714,444.636,686.438445,,,,,,
0.00771,0.0010257,1.98848,444.772,687.429435,,,,,,
0.00772,0.0010253,1.98978,444.9,688.420425,,,,,,
0.00773,0.0010249,1.99106,445.02,689.411415,,,,,,
0.00774,0.0010246,1.99224,445.13,690.402405,,,,,,
0.00775,0.0010242,1.9934,445.22,691.393395,,,,,,
0.00776,0.0010238,1.9945,445.3,692.384385,,,,,,
0.00777,0.0010234,1.99552,445.366,693.375375,,,,,,
0.00778,0.0010231,1.99648,445.416,694.37907,,,,,,
0.00779,0.0010227,1.99738,445.456,695.37006,,,,,,
0.0078,0.0010223,1.99822,445.478,696.373755,,,,,,
0.00781,0.0010219,1.99902,445.492,697.364745,,,,,,
0.00782,0.0010215,1.99978,445.494,698.36844,,,,,,
0.00783,0.0010212,2.00048,445.486,699.372135,,,,,,
0.00784,0.0010208,2.00116,445.47,700.37583,,,,,,
0.00785,0.0010204,2.0018,445.45,701.379525,,,,,,
0.00786,0.00102,2.00242,445.428,702.38322,,,,,,
0.00787,0.0010197,2.00304,445.402,703.386915,,,,,,
0.00788,0.0010193,2.0037,445.38,704.403315,,,,,,
0.00789,0.0010189,2.00436,445.362,705.40701,,,,,,
0.0079,0.0010185,2.00502,445.348,706.410705,,,,,,
0.00791,0.0010181,2.00574,445.34,707.427105,,,,,,
0.00792,0.0010178,2.00652,445.342,708.443505,,,,,,
0.00793,0.0010174,2.00734,445.356,709.4472,,,,,,
0.00794,0.001017,2.00818,445.384,710.4636,,,,,,
0.00795,0.0010166,2.0091,445.422,711.48,,,,,,
0.00796,0.0010162,2.0101,445.474,712.4964,,,,,,
0.00797,0.0010159,2.01116,445.536,713.5128,,,,,,
0.00798,0.0010155,2.01226,445.622,714.541905,,,,,,
0.00799,0.0010151,2.01342,445.712,715.558305,,,,,,
0.008,0.0010147,2.01466,445.814,716.574705,,,,,,
0.00801,0.0010143,2.01596,445.934,717.60381,,,,,,
0.00802,0.0010139,2.01728,446.06,718.62021,,,,,,
0.00803,0.0010136,2.01862,446.19,719.649315,,,,,,
0.00804,0.0010132,2.02002,446.328,720.67842,,,,,,
0.00805,0.0010128,2.02142,446.47,721.707525,,,,,,
0.00806,0.0010124,2.02282,446.612,722.73663,,,,,,
0.00807,0.001012,2.02424,446.754,723.765735,,,,,,
0.00808,0.0010116,2.02564,446.892,724.79484,,,,,,
0.00809,0.0010113,2.02698,447.022,725.823945,,,,,,
0.0081,0.0010109,2.0283,447.146,726.85305,,,,,,
0.00811,0.0010105,2.0296,447.258,727.89486,,,,,,
0.00812,0.0010101,2.03084,447.36,728.923965,,,,,,
0.00813,0.0010097,2.03202,447.448,729.965775,,,,,,
0.00814,0.0010093,2.03314,447.518,730.99488,,,,,,
0.00815,0.001009,2.03414,447.576,732.03669,,,,,,
0.00816,0.0010086,2.03512,447.618,733.0785,,,,,,
0.00817,0.0010082,2.03602,447.644,734.12031,,,,,,
0.00818,0.0010078,2.03686,447.654,735.16212,,,,,,
0.00819,0.0010074,2.03762,447.65,736.20393,,,,,,
0.0082,0.001007,2.03834,447.634,737.24574,,,,,,
0.00821,0.0010066,2.03898,447.606,738.300255,,,,,,
0.00822,0.0010062,2.03958,447.568,739.342065,,,,,,
0.00823,0.0010059,2.04014,447.522,740.39658,,,,,,
0.00824,0.0010055,2.0407,447.47,741.43839,,,,,,
0.00825,0.0010051,2.04124,447.42,742.492905,,,,,,
0.00826,0.0010047,2.04176,447.364,743.54742,,,,,,
0.00827,0.0010043,2.04232,447.314,744.601935,,,,,,
0.00828,0.0010039,2.04292,447.268,745.65645,,,,,,
0.00829,0.0010035,2.04354,447.234,746.710965,,,,,,
0.0083,0.0010031,2.04422,447.21,747.76548,,,,,,
0.00831,0.0010028,2.04494,447.198,748.819995,,,,,,
0.00832,0.0010024,2.04574,447.2,749.887215,,,,,,
0.00833,0.001002,2.04666,447.218,750.94173,,,,,,
0.00834,0.0010016,2.0476,447.262,752.00895,,,,,,
0.00835,0.0010012,2.04866,447.318,753.063465,,,,,,
0.00836,0.0010008,2.04984,447.398,754.130685,,,,,,
0.00837,0.0010004,2.0511,447.492,755.197905,,,,,,
0.00838,0.001,2.05242,447.61,756.265125,,,,,,
0.00839,0.00099963,2.0538,447.74,757.332345,,,,,,
0.0084,0.00099924,2.0553,447.888,758.399565,,,,,,
0.00841,0.00099885,2.05684,448.054,759.466785,,,,,,
0.00842,0.00099846,2.05846,448.226,760.54671,,,,,,
0.00843,0.00099807,2.06014,448.414,761.61393,,,,,,
0.00844,0.00099768,2.06182,448.604,762.693855,,,,,,
0.00845,0.00099728,2.06354,448.798,763.761075,,,,,,
0.00846,0.00099689,2.06524,448.992,764.841,,,,,,
0.00847,0.0009965,2.06694,449.188,765.920925,,,,,,
0.00848,0.0009961,2.06864,449.372,767.00085,,,,,,
0.00849,0.00099571,2.07026,449.55,768.080775,,,,,,
0.0085,0.00099532,2.07184,449.718,769.1607,,,,,,
0.00851,0.00099492,2.07338,449.872,770.240625,,,,,,
0.00852,0.00099453,2.07484,450.008,771.32055,,,,,,
0.00853,0.00099414,2.0762,450.128,772.41318,,,,,,
0.00854,0.00099374,2.07752,450.232,773.493105,,,,,,
0.00855,0.00099335,2.0787,450.314,774.585735,,,,,,
0.00856,0.00099295,2.07982,450.372,775.66566,,,,,,
0.00857,0.00099256,2.08086,450.418,776.75829,,,,,,
0.00858,0.00099216,2.08178,450.44,777.85092,,,,,,
0.00859,0.00099177,2.08262,450.444,778.94355,,,,,,
0.0086,0.00099137,2.08342,450.436,780.03618,,,,,,
0.00861,0.00099098,2.08414,450.416,781.12881,,,,,,
0.00862,0.00099058,2.0848,450.38,782.22144,,,,,,
0.00863,0.00099018,2.08546,450.34,783.31407,,,,,,
0.00864,0.00098979,2.0861,450.294,784.419405,,,,,,
0.00865,0.00098939,2.0867,450.248,785.512035,,,,,,
0.00866,0.00098899,2.08732,450.196,786.61737,,,,,,
0.00867,0.0009886,2.08794,450.154,787.722705,,,,,,
0.00868,0.0009882,2.0886,450.116,788.815335,,,,,,
0.00869,0.0009878,2.08934,450.094,789.92067,,,,,,
0.0087,0.0009874,2.0901,450.078,791.026005,,,,,,
0.00871,0.00098701,2.09094,450.084,792.144045,,,,,,
0.00872,0.00098661,2.09186,450.1,793.24938,,,,,,
0.00873,0.00098621,2.0929,450.136,794.354715,,,,,,
0.00874,0.00098581,2.09396,450.192,795.46005,,,,,,
0.00875,0.00098541,2.0952,450.266,796.57809,,,,,,
0.00876,0.00098501,2.09642,450.354,797.69613,,,,,,
0.00877,0.00098461,2.0978,450.464,798.801465,,,,,,
0.00878,0.00098421,2.09924,450.59,799.919505,,,,,,
0.00879,0.00098381,2.10072,450.726,801.037545,,,,,,
0.0088,0.00098341,2.1023,450.876,802.155585,,,,,,
0.00881,0.00098301,2.10388,451.034,803.273625,,,,,,
0.00882,0.00098261,2.10552,451.2,804.391665,,,,,,
0.00883,0.00098221,2.10716,451.368,805.509705,,,,,,
0.00884,0.00098181,2.10878,451.538,806.64045,,,,,,
0.00885,0.00098141,2.11046,451.704,807.75849,,,,,,
0.00886,0.00098101,2.11204,451.862,808.889235,,,,,,
0.00887,0.00098061,2.1136,452.008,810.007275,,,,,,
0.00888,0.00098021,2.1151,452.146,811.13802,,,,,,
0.00889,0.0009798,2.11654,452.266,812.268765,,,,,,
0.0089,0.0009794,2.1179,452.374,813.39951,,,,,,
0.00891,0.000979,2.1192,452.462,814.530255,,,,,,
0.00892,0.0009786,2.12038,452.526,815.661,,,,,,
0.00893,0.00097819,2.12148,452.58,816.791745,,,,,,
0.00894,0.00097779,2.1225,452.608,817.935195,,,,,,
0.00895,0.00097739,2.12342,452.618,819.06594,,,,,,
0.00896,0.00097698,2.12426,452.61,820.20939,,,,,,
0.00897,0.00097658,2.12502,452.588,821.340135,,,,,,
0.00898,0.00097618,2.12576,452.552,822.483585,,,,,,
0.00899,0.00097577,2.12638,452.504,823.627035,,,,,,
0.009,0.00097537,2.12698,452.448,824.770485,,,,,,
0.00901,0.00097496,2.1276,452.388,825.913935,,,,,,
