t [s],Vol [m3],P [bar],T [K],Q loss [W],,,,,,
0.03176,9.35E-05,78.8812,1544.44,1459.2963,,,,,,
0.03177,9.37E-05,78.7128,1544.32,1455.86595,,,,,,
0.03178,9.39E-05,78.5396,1544.14,1452.4356,,,,,,
0.03179,9.42E-05,78.362,1543.86,1449.00525,,,,,,
0.0318,9.44E-05,78.1798,1543.52,1445.44785,,,,,,
0.03181,9.46E-05,77.9942,1543.12,1442.0175,,,,,,
0.03182,9.48E-05,77.8056,1542.7,1438.58715,,,,,,
0.03183,9.50E-05,77.6142,1542.24,1435.02975,,,,,,
0.03184,9.53E-05,77.4204,1541.72,1431.5994,,,,,,
0.03185,9.55E-05,77.225,1541.18,1428.042,,,,,,
0.03186,9.57E-05,77.0276,1540.62,1424.4846,,,,,,
0.03187,9.59E-05,76.8292,1540.06,1421.05425,,,,,,
0.03188,9.62E-05,76.6294,1539.46,1417.49685,,,,,,
0.03189,9.64E-05,76.429,1538.88,1413.93945,,,,,,
0.0319,9.66E-05,76.2276,1538.26,1410.38205,,,,,,
0.03191,9.69E-05,76.0256,1537.7,1406.82465,,,,,,
0.03192,9.71E-05,75.8228,1537.08,1403.26725,,,,,,
0.03193,9.73E-05,75.6194,1536.46,1399.70985,,,,,,
0.03194,9.76E-05,75.4156,1535.86,1396.15245,,,,,,
0.03195,9.78E-05,75.211,1535.22,1392.468,,,,,,
0.03196,9.81E-05,75.0054,1534.58,1388.9106,,,,,,
0.03197,9.83E-05,74.7992,1533.92,1385.3532,,,,,,
0.03198,9.86E-05,74.592,1533.24,1381.7958,,,,,,
0.03199,9.88E-05,74.3834,1532.54,1378.11135,,,,,,
0.032,9.91E-05,74.1746,1531.88,1374.55395,,,,,,
0.03201,9.93E-05,73.964,1531.16,1370.8695,,,,,,
0.03202,9.96E-05,73.752,1530.42,1367.3121,,,,,,
0.03203,9.98E-05,73.5394,1529.68,1363.7547,,,,,,
0.03204,0.00010007,73.3248,1528.88,1360.07025,,,,,,
0.03205,0.00010032,73.109,1528.08,1356.3858,,,,,,
0.03206,0.00010058,72.891,1527.22,1352.8284,,,,,,
0.03207,0.00010084,72.6724,1526.34,1349.14395,,,,,,
0.03208,0.0001011,72.4522,1525.44,1345.58655,,,,,,
0.03209,0.00010137,72.2306,1524.52,1341.9021,,,,,,
0.0321,0.00010163,72.0078,1523.54,1338.21765,,,,,,
0.03211,0.0001019,71.7834,1522.56,1334.66025,,,,,,
0.03212,0.00010216,71.5584,1521.54,1330.9758,,,,,,
0.03213,0.00010243,71.332,1520.54,1327.29135,,,,,,
0.03214,0.0001027,71.105,1519.48,1323.73395,,,,,,
0.03215,0.00010297,70.8772,1518.42,1320.0495,,,,,,
0.03216,0.00010325,70.6488,1517.34,1316.36505,,,,,,
0.03217,0.00010352,70.4202,1516.26,1312.80765,,,,,,
0.03218,0.0001038,70.1912,1515.16,1309.1232,,,,,,
0.03219,0.00010408,69.9622,1514.04,1305.43875,,,,,,
0.0322,0.00010436,69.7336,1512.92,1301.88135,,,,,,
0.03221,0.00010464,69.505,1511.82,1298.1969,,,,,,
0.03222,0.00010492,69.2766,1510.72,1294.51245,,,,,,
0.03223,0.0001052,69.049,1509.64,1290.95505,,,,,,
0.03224,0.00010549,68.8216,1508.54,1287.2706,,,,,,
0.03225,0.00010577,68.5952,1507.48,1283.58615,,,,,,
0.03226,0.00010606,68.3692,1506.4,1280.02875,,,,,,
0.03227,0.00010635,68.1446,1505.36,1276.3443,,,,,,
0.03228,0.00010664,67.9204,1504.32,1272.65985,,,,,,
0.03229,0.00010693,67.6968,1503.28,1269.07704,,,,,,
0.0323,0.00010723,67.4744,1502.26,1265.456115,,,,,,
0.03231,0.00010752,67.2526,1501.26,1261.822485,,,,,,
0.03232,0.00010782,67.0314,1500.24,1258.20156,,,,,,
0.03233,0.00010812,66.811,1499.28,1254.580635,,,,,,
0.03234,0.00010841,66.5912,1498.3,1250.95971,,,,,,
0.03235,0.00010871,66.372,1497.28,1247.35149,,,,,,
0.03236,0.00010902,66.153,1496.34,1243.74327,,,,,,
0.03237,0.00010932,65.9342,1495.36,1240.13505,,,,,,
0.03238,0.00010962,65.7156,1494.36,1236.52683,,,,,,
0.03239,0.00010993,65.4972,1493.36,1232.931315,,,,,,
0.0324,0.00011024,65.2784,1492.4,1229.3358,,,,,,
0.03241,0.00011055,65.0602,1491.4,1225.740285,,,,,,
0.03242,0.00011086,64.8414,1490.36,1222.157475,,,,,,
0.03243,0.00011117,64.6222,1489.32,1218.574665,,,,,,
0.03244,0.00011148,64.4028,1488.28,1214.991855,,,,,,
0.03245,0.00011179,64.1834,1487.22,1211.42175,,,,,,
0.03246,0.00011211,63.9636,1486.14,1207.851645,,,,,,
0.03247,0.00011242,63.7434,1485.04,1204.294245,,,,,,
0.03248,0.00011274,63.523,1483.88,1200.736845,,,,,,
0.03249,0.00011306,63.3018,1482.78,1197.179445,,,,,,
0.0325,0.00011338,63.0808,1481.62,1193.63475,,,,,,
0.03251,0.0001137,62.8598,1480.48,1190.090055,,,,,,
0.03252,0.00011403,62.6386,1479.28,1186.558065,,,,,,
0.03253,0.00011435,62.417,1478.1,1183.026075,,,,,,
0.03254,0.00011468,62.1958,1476.92,1179.50679,,,,,,
0.03255,0.000115,61.9748,1475.72,1175.987505,,,,,,
0.03256,0.00011533,61.754,1474.48,1172.480925,,,,,,
0.03257,0.00011566,61.5336,1473.28,1168.974345,,,,,,
0.03258,0.00011599,61.3138,1472.08,1165.467765,,,,,,
0.03259,0.00011632,61.0944,1470.86,1161.97389,,,,,,
0.0326,0.00011666,60.8758,1469.68,1158.49272,,,,,,
0.03261,0.00011699,60.658,1468.48,1155.01155,,,,,,
0.03262,0.00011733,60.4408,1467.28,1151.543085,,,,,,
0.03263,0.00011766,60.225,1466.1,1148.07462,,,,,,
0.03264,0.000118,60.0096,1464.96,1144.61886,,,,,,
0.03265,0.00011834,59.7956,1463.78,1141.1631,,,,,,
0.03266,0.00011868,59.5826,1462.64,1137.720045,,,,,,
0.03267,0.00011903,59.3704,1461.5,1134.27699,,,,,,
0.03268,0.00011937,59.1592,1460.4,1130.84664,,,,,,
0.03269,0.00011971,58.949,1459.28,1127.428995,,,,,,
0.0327,0.00012006,58.7402,1458.18,1124.01135,,,,,,
0.03271,0.00012041,58.5318,1457.12,1120.60641,,,,,,
0.03272,0.00012076,58.3244,1456.06,1117.20147,,,,,,
0.03273,0.00012111,58.1178,1454.96,1113.809235,,,,,,
0.03274,0.00012146,57.9118,1453.92,1110.429705,,,,,,
0.03275,0.00012181,57.7066,1452.86,1107.050175,,,,,,
0.03276,0.00012216,57.502,1451.82,1103.68335,,,,,,
0.03277,0.00012252,57.2976,1450.76,1100.316525,,,,,,
0.03278,0.00012287,57.0936,1449.66,1096.962405,,,,,,
0.03279,0.00012323,56.89,1448.62,1093.62099,,,,,,
0.0328,0.00012359,56.6868,1447.52,1090.279575,,,,,,
0.03281,0.00012395,56.4838,1446.44,1086.950865,,,,,,
0.03282,0.00012431,56.2806,1445.36,1083.63486,,,,,,
0.03283,0.00012467,56.0778,1444.26,1080.318855,,,,,,
0.03284,0.00012504,55.8748,1443.16,1077.015555,,,,,,
0.03285,0.0001254,55.6722,1442,1073.72496,,,,,,
0.03286,0.00012577,55.4696,1440.86,1070.434365,,,,,,
0.03287,0.00012614,55.267,1439.74,1067.156475,,,,,,
0.03288,0.0001265,55.0646,1438.56,1063.878585,,,,,,
0.03289,0.00012687,54.8622,1437.38,1060.626105,,,,,,
0.0329,0.00012725,54.66,1436.22,1057.36092,,,,,,
0.03291,0.00012762,54.458,1435.02,1054.121145,,,,,,
0.03292,0.00012799,54.2566,1433.78,1050.88137,,,,,,
0.03293,0.00012837,54.0552,1432.6,1047.6543,,,,,,
0.03294,0.00012874,53.8542,1431.38,1044.439935,,,,,,
0.03295,0.00012912,53.6534,1430.16,1041.22557,,,,,,
0.03296,0.0001295,53.4536,1428.94,1038.02391,,,,,,
0.03297,0.00012988,53.254,1427.74,1034.834955,,,,,,
0.03298,0.00013026,53.0552,1426.5,1031.658705,,,,,,
0.03299,0.00013064,52.8574,1425.3,1028.482455,,,,,,
0.033,0.00013102,52.6598,1424.12,1025.31891,,,,,,
0.03301,0.00013141,52.4632,1422.9,1022.155365,,,,,,
0.03302,0.0001318,52.2676,1421.7,1019.01723,,,,,,
0.03303,0.00013218,52.0724,1420.48,1015.879095,,,,,,
0.03304,0.00013257,51.8786,1419.32,1012.74096,,,,,,
0.03305,0.00013296,51.6852,1418.14,1009.628235,,,,,,
0.03306,0.00013335,51.493,1416.94,1006.51551,,,,,,
0.03307,0.00013374,51.301,1415.78,1003.41549,,,,,,
0.03308,0.00013414,51.1104,1414.62,1000.328175,,,,,,
0.03309,0.00013453,50.9202,1413.48,997.24086,,,,,,
0.0331,0.00013492,50.731,1412.34,994.16625,,,,,,
0.03311,0.00013532,50.5426,1411.18,991.104345,,,,,,
0.03312,0.00013572,50.3544,1410.02,988.055145,,,,,,
0.03313,0.00013612,50.1674,1408.88,985.005945,,,,,,
0.03314,0.00013652,49.9806,1407.74,981.982155,,,,,,
0.03315,0.00013692,49.7944,1406.6,978.958365,,,,,,
0.03316,0.00013732,49.6088,1405.44,975.934575,,,,,,
0.03317,0.00013773,49.4234,1404.26,972.936195,,,,,,
0.03318,0.00013813,49.2388,1403.14,969.937815,,,,,,
0.03319,0.00013854,49.0544,1401.96,966.95214,,,,,,
0.0332,0.00013894,48.8706,1400.76,963.97917,,,,,,
0.03321,0.00013935,48.6868,1399.62,961.0062,,,,,,
0.03322,0.00013976,48.5038,1398.42,958.045935,,,,,,
0.03323,0.00014017,48.3212,1397.24,955.098375,,,,,,
0.03324,0.00014058,48.139,1396.04,952.16352,,,,,,
0.03325,0.00014099,47.957,1394.82,949.24137,,,,,,
0.03326,0.00014141,47.776,1393.64,946.31922,,,,,,
0.03327,0.00014182,47.5952,1392.42,943.409775,,,,,,
0.03328,0.00014224,47.415,1391.22,940.513035,,,,,,
0.03329,0.00014266,47.2356,1390.02,937.616295,,,,,,
0.0333,0.00014307,47.0564,1388.82,934.744965,,,,,,
0.03331,0.00014349,46.8784,1387.6,931.873635,,,,,,
0.03332,0.00014391,46.7012,1386.42,929.01501,,,,,,
0.03333,0.00014434,46.5248,1385.22,926.156385,,,,,,
0.03334,0.00014476,46.3488,1384.08,923.32317,,,,,,
0.03335,0.00014518,46.1742,1382.86,920.489955,,,,,,
0.03336,0.00014561,46.0002,1381.72,917.669445,,,,,,
0.03337,0.00014603,45.8272,1380.56,914.86164,,,,,,
0.03338,0.00014646,45.6552,1379.4,912.06654,,,,,,
0.03339,0.00014689,45.4846,1378.26,909.27144,,,,,,
0.0334,0.00014732,45.3144,1377.16,906.489045,,,,,,
0.03341,0.00014775,45.1454,1376.04,903.719355,,,,,,
0.03342,0.00014818,44.9774,1374.94,900.96237,,,,,,
0.03343,0.00014861,44.8102,1373.84,898.205385,,,,,,
0.03344,0.00014904,44.644,1372.76,895.47381,,,,,,
0.03345,0.00014948,44.479,1371.68,892.742235,,,,,,
0.03346,0.00014991,44.3144,1370.6,890.01066,,,,,,
0.03347,0.00015035,44.1508,1369.52,887.304495,,,,,,
0.03348,0.00015078,43.9876,1368.48,884.611035,,,,,,
0.03349,0.00015122,43.8254,1367.42,881.917575,,,,,,
0.0335,0.00015166,43.6638,1366.34,879.23682,,,,,,
0.03351,0.0001521,43.503,1365.3,876.56877,,,,,,
0.03352,0.00015254,43.3426,1364.26,873.90072,,,,,,
0.03353,0.00015298,43.1828,1363.2,871.25808,,,,,,
0.03354,0.00015343,43.0232,1362.1,868.61544,,,,,,
0.03355,0.00015387,42.8646,1361.04,865.985505,,,,,,
0.03356,0.00015431,42.706,1359.98,863.368275,,,,,,
0.03357,0.00015476,42.548,1358.86,860.751045,,,,,,
0.03358,0.00015521,42.3906,1357.78,858.14652,,,,,,
0.03359,0.00015565,42.2338,1356.68,855.5547,,,,,,
0.0336,0.0001561,42.077,1355.6,852.975585,,,,,,
0.03361,0.00015655,41.9212,1354.48,850.409175,,,,,,
0.03362,0.000157,41.7658,1353.38,847.842765,,,,,,
0.03363,0.00015745,41.6102,1352.26,845.301765,,,,,,
0.03364,0.00015791,41.4562,1351.16,842.760765,,,,,,
0.03365,0.00015836,41.3022,1350.04,840.219765,,,,,,
0.03366,0.00015881,41.1492,1348.94,837.704175,,,,,,
0.03367,0.00015927,40.9968,1347.84,835.188585,,,,,,
0.03368,0.00015972,40.8452,1346.72,832.6857,,,,,,
0.03369,0.00016018,40.6946,1345.64,830.19552,,,,,,
0.0337,0.00016064,40.5448,1344.52,827.718045,,,,,,
0.03371,0.00016109,40.396,1343.44,825.24057,,,,,,
0.03372,0.00016155,40.248,1342.38,822.788505,,,,,,
0.03373,0.00016201,40.1008,1341.34,820.33644,,,,,,
0.03374,0.00016247,39.9552,1340.3,817.884375,,,,,,
0.03375,0.00016293,39.8104,1339.3,815.45772,,,,,,
0.03376,0.0001634,39.6666,1338.26,813.031065,,,,,,
0.03377,0.00016386,39.524,1337.24,810.617115,,,,,,
0.03378,0.00016432,39.3822,1336.3,808.21587,,,,,,
0.03379,0.00016479,39.2418,1335.32,805.82733,,,,,,
0.0338,0.00016525,39.1022,1334.38,803.43879,,,,,,
0.03381,0.00016572,38.9636,1333.44,801.062955,,,,,,
0.03382,0.00016619,38.8262,1332.52,798.699825,,,,,,
0.03383,0.00016665,38.6894,1331.6,796.336695,,,,,,
0.03384,0.00016712,38.5534,1330.72,793.998975,,,,,,
0.03385,0.00016759,38.4188,1329.8,791.661255,,,,,,
0.03386,0.00016806,38.2848,1328.92,789.33624,,,,,,
0.03387,0.00016853,38.1512,1328.04,787.011225,,,,,,
0.03388,0.000169,38.0184,1327.2,784.71162,,,,,,
0.03389,0.00016948,37.8864,1326.28,782.412015,,,,,,
0.0339,0.00016995,37.755,1325.44,780.125115,,,,,,
0.03391,0.00017042,37.624,1324.56,777.838215,,,,,,
0.03392,0.0001709,37.4938,1323.7,775.576725,,,,,,
0.03393,0.00017137,37.3636,1322.82,773.315235,,,,,,
0.03394,0.00017185,37.2342,1321.92,771.06645,,,,,,
0.03395,0.00017232,37.1052,1321.04,768.817665,,,,,,
0.03396,0.0001728,36.9766,1320.16,766.581585,,,,,,
0.03397,0.00017328,36.8486,1319.26,764.35821,,,,,,
0.03398,0.00017376,36.7204,1318.34,762.14754,,,,,,
0.03399,0.00017424,36.593,1317.44,759.93687,,,,,,
0.034,0.00017471,36.466,1316.54,757.75161,,,,,,
0.03401,0.0001752,36.3392,1315.6,755.553645,,,,,,
0.03402,0.00017568,36.2132,1314.68,753.38109,,,,,,
0.03403,0.00017616,36.0876,1313.74,751.208535,,,,,,
0.03404,0.00017664,35.9624,1312.82,749.048685,,,,,,
0.03405,0.00017712,35.8376,1311.86,746.90154,,,,,,
0.03406,0.00017761,35.7134,1310.96,744.7671,,,,,,
0.03407,0.00017809,35.5898,1310.02,742.63266,,,,,,
0.03408,0.00017858,35.4666,1309.1,740.49822,,,,,,
0.03409,0.00017906,35.3444,1308.18,738.38919,,,,,,
0.0341,0.00017955,35.2224,1307.22,736.28016,,,,,,
0.03411,0.00018004,35.1014,1306.3,734.183835,,,,,,
0.03412,0.00018052,34.981,1305.42,732.100215,,,,,,
0.03413,0.00018101,34.8614,1304.5,730.016595,,,,,,
0.03414,0.0001815,34.7424,1303.6,727.94568,,,,,,
0.03415,0.00018199,34.624,1302.68,725.88747,,,,,,
0.03416,0.00018248,34.5064,1301.8,723.82926,,,,,,
0.03417,0.00018297,34.3894,1300.92,721.783755,,,,,,
0.03418,0.00018346,34.2736,1300.04,719.750955,,,,,,
0.03419,0.00018395,34.158,1299.16,717.718155,,,,,,
0.0342,0.00018445,34.0428,1298.3,715.69806,,,,,,
0.03421,0.00018494,33.9286,1297.44,713.69067,,,,,,
0.03422,0.00018543,33.815,1296.6,711.68328,,,,,,
0.03423,0.00018593,33.7022,1295.76,709.688595,,,,,,
0.03424,0.00018642,33.5896,1294.9,707.706615,,,,,,
0.03425,0.00018692,33.4774,1294.08,705.724635,,,,,,
0.03426,0.00018741,33.3662,1293.18,703.75536,,,,,,
0.03427,0.00018791,33.2556,1292.34,701.79879,,,,,,
0.03428,0.0001884,33.145,1291.5,699.84222,,,,,,
0.03429,0.0001889,33.035,1290.66,697.898355,,,,,,
0.0343,0.0001894,32.9258,1289.84,695.95449,,,,,,
0.03431,0.0001899,32.8166,1288.96,694.02333,,,,,,
0.03432,0.0001904,32.7082,1288.14,692.104875,,,,,,
0.03433,0.0001909,32.6,1287.26,690.199125,,,,,,
0.03434,0.0001914,32.4924,1286.42,688.293375,,,,,,
0.03435,0.0001919,32.385,1285.56,686.387625,,,,,,
0.03436,0.0001924,32.278,1284.68,684.507285,,,,,,
0.03437,0.0001929,32.1718,1283.84,682.626945,,,,,,
0.03438,0.0001934,32.0658,1283,680.746605,,,,,,
0.03439,0.00019391,31.9604,1282.14,678.87897,,,,,,
0.0344,0.00019441,31.855,1281.28,677.02404,,,,,,
0.03441,0.00019491,31.7506,1280.4,675.16911,,,,,,
0.03442,0.00019542,31.6464,1279.56,673.326885,,,,,,
0.03443,0.00019592,31.5426,1278.68,671.497365,,,,,,
0.03444,0.00019643,31.4396,1277.84,669.667845,,,,,,
0.03445,0.00019694,31.3368,1276.98,667.85103,,,,,,
0.03446,0.00019744,31.2346,1276.12,666.034215,,,,,,
0.03447,0.00019795,31.1328,1275.28,664.230105,,,,,,
0.03448,0.00019846,31.0316,1274.46,662.425995,,,,,,
0.03449,0.00019896,30.9308,1273.6,660.63459,,,,,,
0.0345,0.00019947,30.8306,1272.74,658.85589,,,,,,
0.03451,0.00019998,30.7308,1271.9,657.07719,,,,,,
0.03452,0.00020049,30.6316,1271.06,655.311195,,,,,,
0.03453,0.000201,30.5328,1270.24,653.5452,,,,,,
0.03454,0.00020151,30.4344,1269.4,651.79191,,,,,,
0.03455,0.00020202,30.3366,1268.6,650.051325,,,,,,
0.03456,0.00020254,30.2392,1267.76,648.31074,,,,,,
0.03457,0.00020305,30.1422,1266.9,646.58286,,,,,,
0.03458,0.00020356,30.0456,1266.08,644.85498,,,,,,
0.03459,0.00020408,29.9494,1265.24,643.1271,,,,,,
0.0346,0.00020459,29.8538,1264.44,641.42463,,,,,,
0.03461,0.0002051,29.7586,1263.58,639.72216,,,,,,
0.03462,0.00020562,29.6636,1262.76,638.01969,,,,,,
0.03463,0.00020613,29.569,1261.94,636.329925,,,,,,
0.03464,0.00020665,29.4746,1261.12,634.64016,,,,,,
0.03465,0.00020717,29.3808,1260.28,632.9631,,,,,,
0.03466,0.00020768,29.2874,1259.44,631.298745,,,,,,
0.03467,0.0002082,29.1944,1258.62,629.63439,,,,,,
0.03468,0.00020872,29.1014,1257.76,627.970035,,,,,,
0.03469,0.00020924,29.0088,1256.92,626.318385,,,,,,
0.0347,0.00020976,28.917,1256.1,624.67944,,,,,,
0.03471,0.00021028,28.8252,1255.2,623.040495,,,,,,
0.03472,0.0002108,28.7338,1254.38,621.414255,,,,,,
0.03473,0.00021132,28.643,1253.54,619.788015,,,,,,
0.03474,0.00021184,28.5522,1252.7,618.17448,,,,,,
0.03475,0.00021236,28.462,1251.84,616.560945,,,,,,
0.03476,0.00021288,28.3722,1251,614.94741,,,,,,
0.03477,0.0002134,28.2824,1250.16,613.359285,,,,,,
0.03478,0.00021393,28.1938,1249.34,611.758455,,,,,,
0.03479,0.00021445,28.1052,1248.5,610.183035,,,,,,
0.0348,0.00021497,28.017,1247.68,608.59491,,,,,,
0.03481,0.0002155,27.9294,1246.8,607.01949,,,,,,
0.03482,0.00021602,27.8422,1246,605.456775,,,,,,
0.03483,0.00021655,27.7554,1245.18,603.89406,,,,,,
0.03484,0.00021708,27.6692,1244.36,602.34405,,,,,,
0.03485,0.0002176,27.5834,1243.58,600.79404,,,,,,
0.03486,0.00021813,27.498,1242.78,599.24403,,,,,,
0.03487,0.00021866,27.4132,1241.98,597.706725,,,,,,
0.03488,0.00021918,27.3288,1241.2,596.182125,,,,,,
0.03489,0.00021971,27.245,1240.42,594.657525,,,,,,
0.0349,0.00022024,27.1618,1239.66,593.132925,,,,,,
0.03491,0.00022077,27.079,1238.9,591.62103,,,,,,
0.03492,0.0002213,26.9964,1238.14,590.12184,,,,,,
0.03493,0.00022183,26.9146,1237.4,588.62265,,,,,,
0.03494,0.00022236,26.8332,1236.64,587.12346,,,,,,
0.03495,0.0002229,26.7522,1235.9,585.636975,,,,,,
0.03496,0.00022343,26.6716,1235.18,584.15049,,,,,,
0.03497,0.00022396,26.5916,1234.44,582.67671,,,,,,
0.03498,0.00022449,26.512,1233.7,581.20293,,,,,,
0.03499,0.00022503,26.4326,1232.98,579.72915,,,,,,
0.035,0.00022556,26.3536,1232.3,578.268075,,,,,,
0.03501,0.0002261,26.275,1231.58,576.819705,,,,,,
0.03502,0.00022663,26.1968,1230.86,575.371335,,,,,,
0.03503,0.00022717,26.119,1230.16,573.922965,,,,,,
0.03504,0.0002277,26.0416,1229.46,572.4873,,,,,,
0.03505,0.00022824,25.9642,1228.72,571.051635,,,,,,
0.03506,0.00022878,25.8876,1228.02,569.628675,,,,,,
0.03507,0.00022931,25.811,1227.32,568.205715,,,,,,
0.03508,0.00022985,25.7344,1226.62,566.79546,,,,,,
0.03509,0.00023039,25.6584,1225.9,565.385205,,,,,,
0.0351,0.00023093,25.5828,1225.2,563.97495,,,,,,
0.03511,0.00023147,25.5072,1224.46,562.5774,,,,,,
0.03512,0.00023201,25.4318,1223.74,561.17985,,,,,,
0.03513,0.00023255,25.3568,1223.04,559.795005,,,,,,
0.03514,0.00023309,25.2822,1222.32,558.41016,,,,,,
0.03515,0.00023363,25.207,1221.58,557.025315,,,,,,
0.03516,0.00023417,25.133,1220.84,555.653175,,,,,,
0.03517,0.00023471,25.0588,1220.1,554.29374,,,,,,
0.03518,0.00023526,24.985,1219.38,552.9216,,,,,,
0.03519,0.0002358,24.9114,1218.66,551.57487,,,,,,
0.0352,0.00023634,24.838,1217.9,550.215435,,,,,,
0.03521,0.00023689,24.7648,1217.18,548.868705,,,,,,
0.03522,0.00023743,24.692,1216.42,547.53468,,,,,,
0.03523,0.00023798,24.6194,1215.7,546.18795,,,,,,
0.03524,0.00023852,24.547,1214.94,544.853925,,,,,,
0.03525,0.00023907,24.4754,1214.22,543.532605,,,,,,
0.03526,0.00023961,24.4036,1213.46,542.211285,,,,,,
0.03527,0.00024016,24.3322,1212.72,540.889965,,,,,,
0.03528,0.00024071,24.2612,1212,539.58135,,,,,,
0.03529,0.00024126,24.1906,1211.28,538.272735,,,,,,
0.0353,0.0002418,24.1204,1210.54,536.976825,,,,,,
0.03531,0.00024235,24.0504,1209.84,535.680915,,,,,,
0.03532,0.0002429,23.9812,1209.14,534.385005,,,,,,
0.03533,0.00024345,23.912,1208.4,533.1018,,,,,,
0.03534,0.000244,23.8432,1207.7,531.818595,,,,,,
0.03535,0.00024455,23.775,1207.04,530.53539,,,,,,
0.03536,0.0002451,23.707,1206.32,529.26489,,,,,,
0.03537,0.00024565,23.6398,1205.66,527.99439,,,,,,
0.03538,0.0002462,23.5728,1205,526.736595,,,,,,
0.03539,0.00024675,23.5058,1204.34,525.4788,,,,,,
0.0354,0.00024731,23.44,1203.68,524.221005,,,,,,
0.03541,0.00024786,23.3742,1203.02,522.975915,,,,,,
0.03542,0.00024841,23.3086,1202.4,521.730825,,,,,,
0.03543,0.00024896,23.2434,1201.74,520.485735,,,,,,
0.03544,0.00024952,23.1788,1201.12,519.25335,,,,,,
0.03545,0.00025007,23.1144,1200.5,518.020965,,,,,,
0.03546,0.00025063,23.05,1199.86,516.801285,,,,,,
0.03547,0.00025118,22.9868,1199.26,515.581605,,,,,,
0.03548,0.00025174,22.923,1198.64,514.361925,,,,,,
0.03549,0.00025229,22.8598,1198.04,513.142245,,,,,,
0.0355,0.00025285,22.797,1197.42,511.93527,,,,,,
0.03551,0.0002534,22.7344,1196.82,510.741,,,,,,
0.03552,0.00025396,22.6722,1196.22,509.534025,,,,,,
0.03553,0.00025452,22.61,1195.6,508.339755,,,,,,
0.03554,0.00025507,22.5478,1194.96,507.15819,,,,,,
0.03555,0.00025563,22.4862,1194.36,505.96392,,,,,,
0.03556,0.00025619,22.4248,1193.74,504.782355,,,,,,
0.03557,0.00025675,22.3632,1193.12,503.613495,,,,,,
0.03558,0.00025731,22.3018,1192.5,502.444635,,,,,,
0.03559,0.00025786,22.2408,1191.88,501.275775,,,,,,
0.0356,0.00025842,22.1802,1191.24,500.106915,,,,,,
0.03561,0.00025898,22.1192,1190.62,498.95076,,,,,,
0.03562,0.00025954,22.0588,1189.98,497.794605,,,,,,
0.03563,0.0002601,21.9986,1189.36,496.63845,,,,,,
0.03564,0.00026066,21.9384,1188.7,495.495,,,,,,
0.03565,0.00026122,21.8784,1188.04,494.35155,,,,,,
0.03566,0.00026178,21.8182,1187.4,493.220805,,,,,,
0.03567,0.00026235,21.759,1186.74,492.077355,,,,,,
0.03568,0.00026291,21.6996,1186.08,490.959315,,,,,,
0.03569,0.00026347,21.6404,1185.44,489.82857,,,,,,
0.0357,0.00026403,21.581,1184.78,488.71053,,,,,,
0.03571,0.00026459,21.5224,1184.12,487.59249,,,,,,
0.03572,0.00026516,21.464,1183.46,486.47445,,,,,,
0.03573,0.00026572,21.4056,1182.78,485.369115,,,,,,
0.03574,0.00026628,21.3476,1182.14,484.26378,,,,,,
0.03575,0.00026685,21.2898,1181.5,483.158445,,,,,,
0.03576,0.00026741,21.2324,1180.84,482.065815,,,,,,
0.03577,0.00026797,21.1752,1180.2,480.973185,,,,,,
0.03578,0.00026854,21.118,1179.54,479.880555,,,,,,
0.03579,0.0002691,21.0616,1178.94,478.80063,,,,,,
0.0358,0.00026967,21.0056,1178.28,477.720705,,,,,,
0.03581,0.00027023,20.9494,1177.66,476.64078,,,,,,
0.03582,0.0002708,20.8938,1177.04,475.57356,,,,,,
0.03583,0.00027136,20.8384,1176.42,474.50634,,,,,,
0.03584,0.00027193,20.7834,1175.82,473.43912,,,,,,
0.03585,0.00027249,20.729,1175.24,472.3719,,,,,,
0.03586,0.00027306,20.6744,1174.62,471.317385,,,,,,
0.03587,0.00027363,20.6204,1174.02,470.26287,,,,,,
0.03588,0.00027419,20.5668,1173.44,469.208355,,,,,,
0.03589,0.00027476,20.513,1172.84,468.166545,,,,,,
0.0359,0.00027533,20.46,1172.26,467.124735,,,,,,
0.03591,0.00027589,20.407,1171.7,466.082925,,,,,,
0.03592,0.00027646,20.3546,1171.14,465.05382,,,,,,
0.03593,0.00027703,20.302,1170.56,464.024715,,,,,,
0.03594,0.0002776,20.25,1170.02,462.99561,,,,,,
0.03595,0.00027816,20.1982,1169.44,461.966505,,,,,,
0.03596,0.00027873,20.1466,1168.9,460.950105,,,,,,
0.03597,0.0002793,20.0952,1168.32,459.933705,,,,,,
0.03598,0.00027987,20.0438,1167.74,458.917305,,,,,,
0.03599,0.00028044,19.993,1167.22,457.91361,,,,,,
0.036,0.000281,19.9422,1166.64,456.909915,,,,,,
0.03601,0.00028157,19.8914,1166.08,455.90622,,,,,,
0.03602,0.00028214,19.841,1165.54,454.902525,,,,,,
0.03603,0.00028271,19.7908,1164.98,453.911535,,,,,,
0.03604,0.00028328,19.7406,1164.42,452.920545,,,,,,
0.03605,0.00028385,19.691,1163.84,451.929555,,,,,,
0.03606,0.00028442,19.641,1163.28,450.95127,,,,,,
0.03607,0.00028499,19.5914,1162.72,449.972985,,,,,,
0.03608,0.00028556,19.542,1162.14,448.9947,,,,,,
0.03609,0.00028613,19.4928,1161.56,448.016415,,,,,,
0.0361,0.0002867,19.4436,1161,447.050835,,,,,,
