t [s],Vol [m3],P [bar],T [K],Q loss [W]
0.02724,0.00014078,31.0218,939.176,6221.124
0.02725,0.00014046,31.114,939.886,6235.542
0.02726,0.00014015,31.1964,940.28,6250.041
0.02727,0.00013983,31.2682,940.342,6264.702
0.02728,0.00013952,31.3286,940.056,6279.444
0.02729,0.0001392,31.3776,939.412,6294.348
0.0273,0.00013888,31.4152,938.424,6309.333
0.02731,0.00013857,31.442,937.116,6324.399
0.02732,0.00013825,31.4594,935.518,6339.627
0.02733,0.00013793,31.4684,933.696,6354.855
0.02734,0.00013762,31.4722,931.712,6370.164
0.02735,0.00013731,31.4734,929.66,6385.473
0.02736,0.000137,31.4754,927.656,6400.782
0.02737,0.00013669,31.4826,925.818,6416.01
0.02738,0.00013639,31.5,924.294,6431.157
0.02739,0.00013609,31.5326,923.248,6446.142
0.0274,0.0001358,31.587,922.848,6460.965
0.02741,0.00013552,31.669,923.284,6475.464
0.02742,0.00013525,31.7854,924.746,6489.72
0.02743,0.00013498,31.9436,927.438,6503.652
0.02744,0.00013472,32.1504,931.558,6517.179
0.02745,0.00013448,32.4126,937.302,6530.301
0.02746,0.00013424,32.7376,944.86,6542.937
0.02747,0.00013401,33.1318,954.432,6555.087
0.02748,0.00013379,33.6012,966.162,6566.67
0.02749,0.00013359,34.1512,980.212,6577.686
0.0275,0.00013339,34.7866,996.686,6588.216
0.02751,0.00013321,35.511,1015.698,6598.179
0.02752,0.00013303,36.3274,1037.314,6607.575
0.02753,0.00013286,37.2368,1061.564,6616.404
0.02754,0.0001327,38.2398,1088.396,6624.747
0.02755,0.00013255,39.335,1117.83,6632.685
0.02756,0.00013241,40.5204,1149.754,6640.137
0.02757,0.00013227,41.7922,1184.056,6647.184
0.02758,0.00013213,43.1452,1220.58,6653.988
0.02759,0.000132,44.5732,1259.12,6660.468
0.0276,0.00013187,46.0678,1299.42,6666.786
0.02761,0.00013173,47.6216,1341.26,6673.023
0.02762,0.0001316,49.2244,1384.36,6679.179
0.02763,0.00013147,50.865,1428.36,6685.335
0.02764,0.00013133,52.5332,1473,6691.572
0.02765,0.00013119,54.2168,1517.86,6697.971
0.02766,0.00013104,55.9044,1562.62,6704.532
0.02767,0.00013089,57.584,1607,6711.417
0.02768,0.00013073,59.2436,1650.58,6718.545
0.02769,0.00013057,60.8718,1693.1,6726.078
0.0277,0.00013039,62.458,1734.18,6734.016
0.02771,0.00013021,63.992,1773.64,6742.278
0.02772,0.00013002,65.464,1811.2,6751.026
0.02773,0.00012982,66.8666,1846.58,6760.26
0.02774,0.00012961,68.1926,1879.64,6769.899
0.02775,0.0001294,69.4356,1910.22,6779.943
0.02776,0.00012918,70.5916,1938.24,6790.473
0.02777,0.00012895,71.6574,1963.6,6801.408
0.02778,0.00012871,72.631,1986.32,6812.667
0.02779,0.00012847,73.5122,2006.34,6824.331
0.0278,0.00012823,74.3016,2023.76,6836.319
0.02781,0.00012798,75.001,2038.66,6848.631
0.02782,0.00012773,75.6138,2051.1,6861.105
0.02783,0.00012748,76.144,2061.28,6873.822
0.02784,0.00012723,76.596,2069.3,6886.782
0.02785,0.00012697,76.976,2075.4,6899.742
0.02786,0.00012672,77.2896,2079.62,6912.864
0.02787,0.00012647,77.5438,2082.34,6925.986
0.02788,0.00012622,77.7454,2083.66,6939.108
0.02789,0.00012597,77.9006,2083.78,6952.149
0.0279,0.00012573,78.0162,2082.9,6965.19
0.02791,0.00012549,78.0994,2081.18,6978.069
0.02792,0.00012525,78.1558,2078.84,6990.867
0.02793,0.00012502,78.1914,2076,7003.503
0.02794,0.00012479,78.2114,2072.84,7015.977
0.02795,0.00012456,78.2202,2069.42,7028.289
0.02796,0.00012434,78.2224,2065.9,7040.358
0.02797,0.00012412,78.2214,2062.38,7052.265
0.02798,0.00012391,78.2192,2058.88,7064.01
0.02799,0.0001237,78.218,2055.46,7075.512
0.028,0.0001235,78.2198,2052.18,7086.852
0.02801,0.00012329,78.225,2049.08,7098.03
0.02802,0.0001231,78.2338,2046.06,7108.965
0.02803,0.0001229,78.2458,2043.24,7119.819
0.02804,0.00012271,78.2608,2040.5,7130.43
0.02805,0.00012252,78.2776,2037.88,7140.96
0.02806,0.00012233,78.2952,2035.3,7151.409
0.02807,0.00012215,78.3122,2032.74,7161.696
0.02808,0.00012196,78.3264,2030.12,7171.821
0.02809,0.00012178,78.3376,2027.46,7181.946
0.0281,0.0001216,78.3434,2024.74,7191.99
0.02811,0.00012143,78.3426,2021.82,7201.872
0.02812,0.00012125,78.3342,2018.78,7211.754
0.02813,0.00012108,78.3178,2015.52,7221.555
0.02814,0.00012091,78.292,2012.1,7231.275
0.02815,0.00012073,78.257,2008.46,7240.914
0.02816,0.00012056,78.2122,2004.62,7250.553
0.02817,0.0001204,78.1586,2000.54,7260.111
0.02818,0.00012023,78.0964,1996.32,7269.507
0.02819,0.00012007,78.0262,1991.94,7278.903
0.0282,0.00011991,77.95,1987.44,7288.137
0.02821,0.00011975,77.8682,1982.82,7297.29
0.02822,0.00011959,77.7832,1978.24,7306.362
0.02823,0.00011944,77.6968,1973.6,7315.272
0.02824,0.00011929,77.61,1969.04,7324.02
0.02825,0.00011914,77.5258,1964.6,7332.606
0.02826,0.000119,77.446,1960.34,7340.949
0.02827,0.00011886,77.3724,1956.28,7349.211
0.02828,0.00011873,77.3072,1952.5,7357.149
0.02829,0.00011859,77.2522,1949.02,7365.006
0.0283,0.00011847,77.209,1945.92,7372.539
0.02831,0.00011834,77.1794,1943.2,7379.829
0.02832,0.00011822,77.1644,1940.96,7386.957
0.02833,0.00011811,77.1652,1939.12,7393.761
0.02834,0.000118,77.183,1937.74,7400.322
0.02835,0.00011789,77.2178,1936.92,7406.64
0.02836,0.00011779,77.2698,1936.52,7412.715
0.02837,0.00011769,77.3398,1936.62,7418.547
0.02838,0.00011759,77.4262,1937.24,7424.136
0.02839,0.0001175,77.5294,1938.24,7429.482
0.0284,0.00011741,77.6478,1939.7,7434.585
0.02841,0.00011732,77.781,1941.58,7439.526
0.02842,0.00011724,77.9268,1943.78,7444.224
0.02843,0.00011716,78.0844,1946.3,7448.841
0.02844,0.00011708,78.2514,1949.14,7453.215
0.02845,0.000117,78.4262,1952.12,7457.427
0.02846,0.00011693,78.607,1955.3,7461.639
0.02847,0.00011685,78.7914,1958.56,7465.608
0.02848,0.00011678,78.9774,1961.88,7469.577
0.02849,0.00011671,79.163,1965.2,7473.465
0.0285,0.00011664,79.3458,1968.46,7477.353
0.02851,0.00011656,79.5242,1971.58,7481.16
0.02852,0.00011649,79.696,1974.56,7484.967
0.02853,0.00011642,79.8594,1977.32,7488.774
0.02854,0.00011634,80.0126,1979.8,7492.662
0.02855,0.00011627,80.154,1982.02,7496.55
0.02856,0.0001162,80.2822,1983.86,7500.519
0.02857,0.00011612,80.3956,1985.36,7504.488
0.02858,0.00011604,80.4942,1986.44,7508.538
0.02859,0.00011596,80.5758,1987.12,7512.669
0.0286,0.00011588,80.6406,1987.34,7516.962
0.02861,0.0001158,80.688,1987.12,7521.255
0.02862,0.00011572,80.717,1986.48,7525.629
0.02863,0.00011564,80.7284,1985.38,7530.165
0.02864,0.00011556,80.7222,1983.82,7534.701
0.02865,0.00011547,80.6982,1981.84,7539.318
0.02866,0.00011538,80.6578,1979.4,7544.097
0.02867,0.0001153,80.6012,1976.62,7548.876
0.02868,0.00011521,80.529,1973.44,7553.736
0.02869,0.00011512,80.443,1969.96,7558.596
0.0287,0.00011504,80.3444,1966.14,7563.456
0.02871,0.00011495,80.234,1962.06,7568.397
0.02872,0.00011486,80.114,1957.76,7573.338
0.02873,0.00011478,79.986,1953.28,7578.279
0.02874,0.00011469,79.8518,1948.66,7583.139
0.02875,0.00011461,79.713,1944.02,7587.918
0.02876,0.00011453,79.5718,1939.28,7592.616
0.02877,0.00011445,79.4306,1934.6,7597.233
0.02878,0.00011437,79.2906,1930.02,7601.769
0.02879,0.0001143,79.1548,1925.54,7606.143
0.0288,0.00011423,79.0244,1921.26,7610.355
0.02881,0.00011416,78.9016,1917.22,7614.405
0.02882,0.00011409,78.7884,1913.44,7618.212
0.02883,0.00011403,78.686,1909.98,7621.776
0.02884,0.00011397,78.5964,1906.92,7625.178
0.02885,0.00011392,78.5206,1904.2,7628.337
0.02886,0.00011387,78.46,1901.9,7631.253
0.02887,0.00011382,78.4152,1900.08,7633.845
0.02888,0.00011377,78.386,1898.68,7636.275
0.02889,0.00011373,78.374,1897.74,7638.381
0.0289,0.0001137,78.379,1897.26,7640.244
0.02891,0.00011367,78.4,1897.22,7641.783
0.02892,0.00011364,78.4366,1897.58,7643.16
0.02893,0.00011361,78.4882,1898.38,7644.294
0.02894,0.00011359,78.5528,1899.52,7645.185
0.02895,0.00011356,78.63,1901,7645.914
0.02896,0.00011355,78.7176,1902.78,7646.4
0.02897,0.00011353,78.8134,1904.76,7646.724
0.02898,0.00011351,78.916,1906.96,7646.967
0.02899,0.0001135,79.0222,1909.2,7647.048
0.029,0.00011349,79.1302,1911.56,7646.967
0.02901,0.00011347,79.2374,1913.88,7646.886
0.02902,0.00011346,79.3416,1916.14,7646.805
0.02903,0.00011345,79.44,1918.3,7646.562
0.02904,0.00011344,79.5308,1920.24,7646.4
0.02905,0.00011343,79.6114,1921.92,7646.238
0.02906,0.00011341,79.68,1923.32,7646.076
0.02907,0.0001134,79.7344,1924.44,7645.995
0.02908,0.00011338,79.7732,1925.06,7645.914
0.02909,0.00011337,79.7956,1925.34,7645.833
0.0291,0.00011335,79.7994,1925.18,7645.914
0.02911,0.00011334,79.7852,1924.54,7645.995
0.02912,0.00011332,79.7516,1923.48,7646.157
0.02913,0.0001133,79.6992,1921.92,7646.4
0.02914,0.00011328,79.6274,1919.94,7646.643
0.02915,0.00011326,79.5378,1917.48,7646.967
0.02916,0.00011324,79.4306,1914.64,7647.291
0.02917,0.00011322,79.3074,1911.42,7647.615
0.02918,0.00011321,79.1692,1907.88,7647.939
0.02919,0.00011319,79.018,1904,7648.182
0.0292,0.00011317,78.8556,1899.88,7648.425
0.02921,0.00011316,78.6848,1895.62,7648.587
0.02922,0.00011315,78.5066,1891.22,7648.587
0.02923,0.00011314,78.3242,1886.72,7648.587
0.02924,0.00011313,78.1396,1882.22,7648.344
0.02925,0.00011312,77.955,1877.8,7647.939
0.02926,0.00011312,77.7732,1873.48,7647.372
0.02927,0.00011312,77.5964,1869.32,7646.562
0.02928,0.00011313,77.426,1865.36,7645.59
0.02929,0.00011313,77.265,1861.7,7644.294
0.0293,0.00011315,77.1142,1858.34,7642.755
0.02931,0.00011316,76.9754,1855.32,7640.973
0.02932,0.00011318,76.85,1852.68,7638.867
0.02933,0.00011321,76.739,1850.44,7636.518
0.02934,0.00011324,76.6428,1848.66,7633.845
0.02935,0.00011327,76.5616,1847.26,7630.848
0.02936,0.00011331,76.4956,1846.28,7627.608
0.02937,0.00011335,76.4446,1845.74,7624.044
0.02938,0.00011339,76.4076,1845.58,7620.237
0.02939,0.00011344,76.3836,1845.78,7616.106
0.0294,0.0001135,76.3716,1846.3,7611.732
0.02941,0.00011355,76.37,1847.16,7607.196
0.02942,0.00011361,76.3768,1848.24,7602.336
0.02943,0.00011367,76.3906,1849.5,7597.314
0.02944,0.00011373,76.4088,1850.92,7592.13
0.02945,0.0001138,76.4294,1852.48,7586.784
0.02946,0.00011386,76.4498,1854,7581.357
0.02947,0.00011393,76.468,1855.48,7575.687
0.02948,0.000114,76.4818,1856.94,7570.017
0.02949,0.00011407,76.4884,1858.2,7564.185
0.0295,0.00011414,76.4864,1859.28,7558.353
0.02951,0.00011421,76.4738,1860.1,7552.44
0.02952,0.00011429,76.4484,1860.64,7546.527
0.02953,0.00011436,76.4092,1860.86,7540.614
0.02954,0.00011443,76.3548,1860.68,7534.62
0.02955,0.0001145,76.284,1860.16,7528.626
0.02956,0.00011458,76.1972,1859.24,7522.632
0.02957,0.00011465,76.0934,1857.9,7516.638
0.02958,0.00011472,75.9728,1856.18,7510.644
0.02959,0.0001148,75.8358,1854.06,7504.65
0.0296,0.00011487,75.6834,1851.56,7498.656
0.02961,0.00011495,75.5166,1848.74,7492.581
0.02962,0.00011503,75.3362,1845.62,7486.425
0.02963,0.0001151,75.145,1842.24,7480.269
0.02964,0.00011518,74.9436,1838.64,7474.032
0.02965,0.00011526,74.7346,1834.86,7467.714
0.02966,0.00011535,74.5198,1830.98,7461.234
0.02967,0.00011543,74.3018,1827.02,7454.673
0.02968,0.00011552,74.082,1823.1,7448.031
0.02969,0.00011561,73.8632,1819.22,7441.146
0.0297,0.00011571,73.6478,1815.42,7434.18
0.02971,0.0001158,73.4368,1811.76,7426.971
0.02972,0.0001159,73.2326,1808.32,7419.6
0.02973,0.000116,73.0366,1805.16,7412.067
0.02974,0.00011611,72.8506,1802.24,7404.291
0.02975,0.00011622,72.6752,1799.62,7396.353
0.02976,0.00011633,72.5114,1797.32,7388.172
0.02977,0.00011645,72.3598,1795.4,7379.829
0.02978,0.00011656,72.2204,1793.76,7371.243
0.02979,0.00011668,72.0932,1792.48,7362.576
0.0298,0.00011681,71.9782,1791.52,7353.666
0.02981,0.00011693,71.874,1790.84,7344.594
0.02982,0.00011706,71.78,1790.48,7335.36
0.02983,0.00011719,71.6948,1790.34,7326.045
0.02984,0.00011733,71.617,1790.4,7316.568
0.02985,0.00011746,71.5452,1790.62,7306.929
0.02986,0.0001176,71.478,1791,7297.29
0.02987,0.00011773,71.4128,1791.44,7287.489
0.02988,0.00011787,71.3482,1791.9,7277.688
0.02989,0.00011801,71.282,1792.32,7267.887
0.0299,0.00011815,71.2134,1792.66,7257.924
0.02991,0.00011829,71.1394,1792.94,7248.042
0.02992,0.00011843,71.059,1793.04,7238.079
0.02993,0.00011858,70.9708,1792.92,7228.116
0.02994,0.00011872,70.8736,1792.6,7218.153
0.02995,0.00011886,70.7662,1792.06,7208.19
0.02996,0.000119,70.6478,1791.22,7198.227
0.02997,0.00011915,70.5188,1790.1,7188.264
0.02998,0.00011929,70.3776,1788.68,7178.301
0.02999,0.00011944,70.225,1786.96,7168.338
0.03,0.00011958,70.0614,1785,7158.294
0.03001,0.00011973,69.8874,1782.8,7148.25
0.03002,0.00011988,69.7032,1780.3,7138.206
0.03003,0.00012003,69.5102,1777.64,7128.081
0.03004,0.00012018,69.3102,1774.78,7117.875
0.03005,0.00012033,69.1034,1771.78,7107.669
0.03006,0.00012049,68.8924,1768.66,7097.382
0.03007,0.00012064,68.6778,1765.5,7086.933
0.03008,0.0001208,68.4618,1762.32,7076.484
0.03009,0.00012096,68.2456,1759.14,7065.873
0.0301,0.00012113,68.0314,1756.02,7055.1
0.03011,0.00012129,67.8198,1753.06,7044.246
0.03012,0.00012146,67.613,1750.16,7033.311
0.03013,0.00012163,67.4114,1747.46,7022.214
0.03014,0.00012181,67.217,1744.92,7010.955
0.03015,0.00012199,67.0298,1742.64,6999.615
0.03016,0.00012217,66.8506,1740.58,6988.113
0.03017,0.00012235,66.68,1738.76,6976.53
0.03018,0.00012253,66.518,1737.16,6964.785
0.03019,0.00012272,66.3646,1735.8,6952.959
0.0302,0.00012291,66.2196,1734.68,6940.971
0.03021,0.0001231,66.082,1733.8,6928.983
0.03022,0.0001233,65.9516,1733.06,6916.833
0.03023,0.00012349,65.8272,1732.56,6904.602
0.03024,0.00012369,65.708,1732.18,6892.29
0.03025,0.00012389,65.5924,1731.88,6879.978
0.03026,0.00012409,65.48,1731.7,6867.585
0.03027,0.00012429,65.3682,1731.52,6855.111
0.03028,0.00012449,65.2568,1731.38,6842.637
0.03029,0.0001247,65.144,1731.2,6830.163
0.0303,0.0001249,65.0282,1730.94,6817.689
0.03031,0.00012511,64.909,1730.58,6805.134
0.03032,0.00012531,64.7848,1730.12,6792.66
0.03033,0.00012552,64.655,1729.46,6780.105
0.03034,0.00012573,64.5188,1728.68,6767.631
0.03035,0.00012594,64.3754,1727.7,6755.076
0.03036,0.00012614,64.2248,1726.5,6742.602
0.03037,0.00012635,64.0666,1725.12,6730.047
0.03038,0.00012657,63.9008,1723.54,6717.573
0.03039,0.00012678,63.728,1721.78,6705.018
0.0304,0.00012699,63.5488,1719.82,6692.463
0.03041,0.00012721,63.363,1717.72,6679.908
0.03042,0.00012742,63.1724,1715.5,6667.272
0.03043,0.00012764,62.9774,1713.14,6654.636
0.03044,0.00012786,62.779,1710.7,6642
0.03045,0.00012808,62.5784,1708.24,6629.202
0.03046,0.00012831,62.3768,1705.72,6616.485
0.03047,0.00012853,62.1756,1703.24,6603.606
0.03048,0.00012876,61.9754,1700.8,6590.727
0.03049,0.00012899,61.778,1698.44,6577.686
0.0305,0.00012923,61.5838,1696.18,6564.645
0.03051,0.00012946,61.3942,1694.06,6551.523
0.03052,0.0001297,61.2098,1692.08,6538.32
0.03053,0.00012994,61.0316,1690.28,6525.036
0.03054,0.00013018,60.8598,1688.7,6511.752
0.03055,0.00013042,60.694,1687.24,6498.306
0.03056,0.00013067,60.5358,1686.02,6484.86
0.03057,0.00013092,60.384,1685.02,6471.333
0.03058,0.00013117,60.239,1684.14,6457.725
0.03059,0.00013142,60.0996,1683.5,6444.117
0.0306,0.00013167,59.9664,1682.98,6430.428
0.03061,0.00013193,59.8376,1682.6,6416.739
0.03062,0.00013219,59.7126,1682.34,6403.05
0.03063,0.00013244,59.5908,1682.16,6389.28
0.03064,0.0001327,59.471,1682.02,6375.591
0.03065,0.00013296,59.352,1681.92,6361.902
0.03066,0.00013322,59.233,1681.78,6348.132
0.03067,0.00013348,59.1128,1681.62,6334.524
0.03068,0.00013374,58.99,1681.38,6320.835
0.03069,0.000134,58.8642,1681.06,6307.227
0.0307,0.00013426,58.7344,1680.62,6293.7
0.03071,0.00013452,58.6,1680,6280.173
0.03072,0.00013478,58.46,1679.22,6266.727
0.03073,0.00013505,58.3138,1678.28,6253.281
0.03074,0.00013531,58.1622,1677.16,6239.916
0.03075,0.00013557,58.0042,1675.8,6226.551
0.03076,0.00013583,57.84,1674.3,6213.348
0.03077,0.00013609,57.6696,1672.56,6200.064
0.03078,0.00013635,57.4938,1670.7,6186.942
0.03079,0.00013661,57.313,1668.66,6173.82
0.0308,0.00013688,57.1278,1666.46,6160.698
0.03081,0.00013714,56.9386,1664.14,6147.657
0.03082,0.0001374,56.7472,1661.76,6134.616
0.03083,0.00013767,56.5538,1659.32,6121.656
0.03084,0.00013793,56.3594,1656.8,6108.696
0.03085,0.0001382,56.165,1654.3,6095.736
0.03086,0.00013847,55.9716,1651.84,6082.776
0.03087,0.00013873,55.7802,1649.38,6069.897
0.03088,0.000139,55.592,1647.02,6056.937
0.03089,0.00013927,55.4076,1644.76,6044.058
0.0309,0.00013954,55.227,1642.62,6031.098
0.03091,0.00013982,55.052,1640.6,6018.219
0.03092,0.00014009,54.8818,1638.78,6005.34
0.03093,0.00014036,54.7176,1637.04,5992.38
0.03094,0.00014064,54.5592,1635.52,5979.501
0.03095,0.00014092,54.4064,1634.18,5966.541
0.03096,0.00014119,54.2592,1632.98,5953.662
0.03097,0.00014147,54.1176,1631.9,5940.783
0.03098,0.00014175,53.981,1631.02,5927.823
0.03099,0.00014203,53.8488,1630.24,5914.944
0.031,0.00014232,53.7202,1629.58,5902.065
0.03101,0.0001426,53.595,1629.02,5889.186
0.03102,0.00014288,53.472,1628.5,5876.388
0.03103,0.00014317,53.3504,1628,5863.509
0.03104,0.00014345,53.2294,1627.54,5850.711
0.03105,0.00014374,53.108,1627.02,5837.913
0.03106,0.00014402,52.9862,1626.54,5825.196
0.03107,0.00014431,52.8624,1625.98,5812.398
0.03108,0.0001446,52.7364,1625.3,5799.681
0.03109,0.00014489,52.6072,1624.52,5787.045
0.0311,0.00014518,52.4744,1623.66,5774.328
0.03111,0.00014547,52.338,1622.68,5761.692
0.03112,0.00014576,52.1974,1621.54,5749.056
0.03113,0.00014605,52.0524,1620.26,5736.501
0.03114,0.00014634,51.9032,1618.88,5723.946
0.03115,0.00014664,51.7498,1617.32,5711.391
0.03116,0.00014693,51.5922,1615.62,5698.836
0.03117,0.00014723,51.4308,1613.82,5686.281
0.03118,0.00014752,51.2662,1611.9,5673.807
0.03119,0.00014782,51.099,1609.86,5661.252
0.0312,0.00014812,50.9294,1607.82,5648.778
0.03121,0.00014842,50.758,1605.68,5636.304
0.03122,0.00014872,50.5856,1603.46,5623.749
0.03123,0.00014902,50.4132,1601.28,5611.275
0.03124,0.00014933,50.2406,1599.06,5598.801
0.03125,0.00014964,50.0696,1596.92,5586.246
0.03126,0.00014994,49.8996,1594.8,5573.691
0.03127,0.00015025,49.7322,1592.74,5561.217
0.03128,0.00015056,49.5668,1590.76,5548.662
0.03129,0.00015088,49.4042,1588.86,5536.107
0.0313,0.00015119,49.2456,1587.06,5523.552
0.03131,0.00015151,49.0898,1585.38,5510.916
0.03132,0.00015183,48.9384,1583.76,5498.361
0.03133,0.00015215,48.79,1582.32,5485.725
0.03134,0.00015247,48.6452,1580.94,5473.17
0.03135,0.00015279,48.5042,1579.72,5460.534
0.03136,0.00015311,48.366,1578.58,5447.979
0.03137,0.00015344,48.2314,1577.52,5435.343
0.03138,0.00015377,48.0988,1576.52,5422.707
0.03139,0.0001541,47.9686,1575.62,5410.152
0.0314,0.00015443,47.84,1574.76,5397.516
0.03141,0.00015476,47.7128,1573.9,5384.961
0.03142,0.00015509,47.5866,1573.12,5372.406
0.03143,0.00015542,47.4604,1572.32,5359.851
0.03144,0.00015576,47.3342,1571.48,5347.296
0.03145,0.00015609,47.2074,1570.64,5334.741
0.03146,0.00015643,47.0798,1569.78,5322.186
0.03147,0.00015677,46.9506,1568.86,5309.712
0.03148,0.00015711,46.8204,1567.9,5297.157
0.03149,0.00015745,46.6882,1566.86,5284.683
0.0315,0.00015779,46.554,1565.74,5272.209
0.03151,0.00015814,46.418,1564.56,5259.735
0.03152,0.00015848,46.2802,1563.3,5247.342
0.03153,0.00015883,46.1408,1562,5234.868
0.03154,0.00015917,45.9992,1560.62,5222.475
0.03155,0.00015952,45.8566,1559.18,5210.082
0.03156,0.00015987,45.7126,1557.7,5197.689
0.03157,0.00016022,45.5676,1556.2,5185.296
0.03158,0.00016058,45.4222,1554.66,5172.903
0.03159,0.00016093,45.277,1553.1,5160.51
0.0316,0.00016129,45.1314,1551.52,5148.117
0.03161,0.00016165,44.9864,1550.02,5135.724
0.03162,0.00016201,44.8426,1548.46,5123.331
0.03163,0.00016237,44.6996,1546.98,5111.019
0.03164,0.00016273,44.5586,1545.54,5098.626
0.03165,0.00016309,44.4192,1544.16,5086.233
0.03166,0.00016346,44.2818,1542.86,5073.921
0.03167,0.00016383,44.1464,1541.58,5061.528
0.03168,0.0001642,44.0134,1540.4,5049.216
0.03169,0.00016457,43.8826,1539.3,5036.904
0.0317,0.00016494,43.7542,1538.24,5024.592
0.03171,0.00016531,43.628,1537.32,5012.199
0.03172,0.00016569,43.5036,1536.4,4999.968
0.03173,0.00016606,43.381,1535.54,4987.656
0.03174,0.00016644,43.2602,1534.72,4975.344
0.03175,0.00016682,43.1408,1533.96,4963.113
0.03176,0.0001672,43.0224,1533.22,4950.882
0.03177,0.00016758,42.9046,1532.48,4938.732
0.03178,0.00016796,42.7868,1531.74,4926.501
0.03179,0.00016834,42.6694,1531,4914.351
0.0318,0.00016873,42.5518,1530.24,4902.282
0.03181,0.00016911,42.4334,1529.44,4890.213
0.03182,0.0001695,42.3136,1528.58,4878.144
0.03183,0.00016988,42.193,1527.7,4866.156
0.03184,0.00017027,42.0708,1526.72,4854.168
0.03185,0.00017065,41.9472,1525.68,4842.18
0.03186,0.00017104,41.8214,1524.56,4830.273
0.03187,0.00017143,41.6946,1523.36,4818.447
0.03188,0.00017182,41.5654,1522.12,4806.54
0.03189,0.00017221,41.435,1520.76,4794.795
0.0319,0.0001726,41.3026,1519.34,4782.969
0.03191,0.00017299,41.1692,1517.86,4771.305
0.03192,0.00017338,41.0348,1516.32,4759.56
0.03193,0.00017377,40.8994,1514.72,4747.896
0.03194,0.00017417,40.7632,1513.12,4736.313
0.03195,0.00017456,40.6272,1511.48,4724.649
0.03196,0.00017495,40.4912,1509.84,4713.147
0.03197,0.00017535,40.3558,1508.2,4701.564
0.03198,0.00017575,40.2214,1506.58,4690.062
0.03199,0.00017614,40.088,1505.02,4678.56
0.032,0.00017654,39.9562,1503.44,4667.139
0.03201,0.00017694,39.8266,1501.96,4655.718
0.03202,0.00017734,39.6986,1500.56,4644.297
0.03203,0.00017774,39.5736,1499.2,4632.876
0.03204,0.00017815,39.4508,1497.94,4621.536
0.03205,0.00017855,39.3308,1496.78,4610.196
0.03206,0.00017896,39.2132,1495.68,4598.856
0.03207,0.00017936,39.099,1494.7,4587.597
0.03208,0.00017977,38.987,1493.8,4576.338
0.03209,0.00018018,38.8776,1492.98,4565.16
0.0321,0.00018058,38.771,1492.24,4553.901
0.03211,0.00018099,38.666,1491.58,4542.804
0.03212,0.0001814,38.5632,1490.98,4531.626
0.03213,0.00018181,38.462,1490.42,4520.529
0.03214,0.00018223,38.3624,1489.92,4509.432
0.03215,0.00018264,38.2636,1489.44,4498.416
0.03216,0.00018305,38.1654,1488.96,4487.4
0.03217,0.00018346,38.0678,1488.48,4476.384
0.03218,0.00018388,37.9702,1488.02,4465.449
0.03219,0.00018429,37.872,1487.5,4454.595
0.0322,0.00018471,37.7734,1486.94,4443.741
0.03221,0.00018512,37.6738,1486.34,4432.887
0.03222,0.00018554,37.5732,1485.7,4422.114
0.03223,0.00018595,37.471,1484.94,4411.422
0.03224,0.00018637,37.3674,1484.18,4400.73
0.03225,0.00018679,37.2622,1483.28,4390.038
0.03226,0.0001872,37.1554,1482.32,4379.427
0.03227,0.00018762,37.0468,1481.26,4368.897
0.03228,0.00018804,36.9366,1480.14,4358.367
0.03229,0.00018845,36.8248,1478.92,4347.837
0.0323,0.00018887,36.7118,1477.66,4337.388
0.03231,0.00018929,36.5972,1476.3,4327.02
0.03232,0.00018971,36.4816,1474.9,4316.652
0.03233,0.00019013,36.3656,1473.44,4306.365
0.03234,0.00019054,36.2486,1471.94,4296.078
0.03235,0.00019096,36.1316,1470.4,4285.791
0.03236,0.00019138,36.0142,1468.82,4275.585
0.03237,0.0001918,35.8972,1467.32,4265.46
0.03238,0.00019222,35.7808,1465.74,4255.335
0.03239,0.00019264,35.6652,1464.18,4245.291
0.0324,0.00019306,35.5504,1462.68,4235.247
0.03241,0.00019348,35.4368,1461.16,4225.203
0.03242,0.0001939,35.3246,1459.72,4215.24
0.03243,0.00019432,35.2138,1458.3,4205.358
0.03244,0.00019474,35.1048,1456.94,4195.476
0.03245,0.00019516,34.9972,1455.64,4185.594
0.03246,0.00019558,34.892,1454.38,4175.793
0.03247,0.000196,34.7878,1453.18,4165.992
0.03248,0.00019643,34.6856,1452.04,4156.272
0.03249,0.00019685,34.5852,1450.92,4146.552
0.0325,0.00019727,34.4864,1449.92,4136.913
0.03251,0.00019769,34.389,1448.88,4127.274
0.03252,0.00019812,34.2928,1447.94,4117.716
0.03253,0.00019854,34.1978,1447,4108.158
0.03254,0.00019897,34.1038,1446.12,4098.6
0.03255,0.00019939,34.0108,1445.22,4089.123
0.03256,0.00019981,33.9184,1444.36,4079.646
0.03257,0.00020024,33.8262,1443.5,4070.25
0.03258,0.00020067,33.7344,1442.66,4060.854
0.03259,0.00020109,33.6428,1441.8,4051.458
0.0326,0.00020152,33.5512,1440.9,4042.143
0.03261,0.00020194,33.4592,1440.02,4032.828
0.03262,0.00020237,33.3672,1439.08,4023.594
0.03263,0.0002028,33.2748,1438.12,4014.36
0.03264,0.00020323,33.182,1437.12,4005.126
0.03265,0.00020366,33.089,1436.14,3995.973
0.03266,0.00020409,32.9954,1435.1,3986.82
0.03267,0.00020452,32.9014,1434.02,3977.667
